"va","n","true_h2","h2_est","h2_err","method"
0.7,4,0.14,0.123711999734748,-0.0162880002652517,"BayesBpi"
0.7,5,0.14,0.195739521658665,0.0557395216586645,"BayesBpi"
0.7,6,0.14,0.213059728038708,0.0730597280387077,"BayesBpi"
0.7,7,0.14,0.159420831373764,0.0194208313737636,"BayesBpi"
0.7,8,0.14,0.181318496568516,0.0413184965685159,"BayesBpi"
0.7,9,0.14,0.214131482887723,0.074131482887723,"BayesBpi"
0.7,10,0.14,0.177171451710397,0.037171451710397,"BayesBpi"
0.6,1,0.12,0.136788129431036,0.0167881294310363,"BayesBpi"
0.6,2,0.12,0.155255326914256,0.0352553269142561,"BayesBpi"
0.6,3,0.12,0.197860388284877,0.0778603882848772,"BayesBpi"
0.6,4,0.12,0.154593017280298,0.0345930172802982,"BayesBpi"
0.6,5,0.12,0.123680038467033,0.00368003846703303,"BayesBpi"
0.6,6,0.12,0.18748742672073,0.0674874267207296,"BayesBpi"
0.6,7,0.12,0.157404728073949,0.0374047280739488,"BayesBpi"
0.6,8,0.12,0.176253417014178,0.0562534170141784,"BayesBpi"
0.6,9,0.12,0.156036704354574,0.036036704354574,"BayesBpi"
0.6,10,0.12,0.136150038962041,0.0161500389620415,"BayesBpi"
0.5,1,0.1,0.132990122470925,0.0329901224709252,"BayesBpi"
0.5,2,0.1,0.118618087513513,0.0186180875135126,"BayesBpi"
0.5,3,0.1,0.116689758256911,0.0166897582569111,"BayesBpi"
0.5,4,0.1,0.121218487774065,0.0212184877740654,"BayesBpi"
0.5,5,0.1,0.120889880867859,0.0208898808678588,"BayesBpi"
0.5,6,0.1,0.148225017331232,0.0482250173312322,"BayesBpi"
0.5,7,0.1,0.125516549233058,0.0255165492330581,"BayesBpi"
0.5,8,0.1,0.125010494644029,0.0250104946440288,"BayesBpi"
0.5,9,0.1,0.101979987746952,0.0019799877469515,"BayesBpi"
0.5,10,0.1,0.144357194355932,0.0443571943559323,"BayesBpi"
0.4,1,0.08,0.117605181384423,0.0376051813844225,"BayesBpi"
0.4,2,0.08,0.126873209297724,0.0468732092977241,"BayesBpi"
0.4,3,0.08,0.106307307095929,0.0263073070959287,"BayesBpi"
0.4,4,0.08,0.0961900476402537,0.0161900476402537,"BayesBpi"
0.4,5,0.08,0.0996901775066732,0.0196901775066732,"BayesBpi"
0.4,6,0.08,0.0984565100688664,0.0184565100688664,"BayesBpi"
0.4,7,0.08,0.0897045286561974,0.00970452865619741,"BayesBpi"
0.4,8,0.08,0.10096629280965,0.0209662928096501,"BayesBpi"
0.4,9,0.08,0.111832963916261,0.0318329639162605,"BayesBpi"
0.4,10,0.08,0.074827662371494,-0.00517233762850602,"BayesBpi"
0.3,1,0.06,0.0735722370497616,0.0135722370497616,"BayesBpi"
0.3,2,0.06,0.0554285445013437,-0.00457145549865631,"BayesBpi"
0.3,3,0.06,0.102004289410681,0.0420042894106814,"BayesBpi"
0.3,4,0.06,0.0881880730774407,0.0281880730774407,"BayesBpi"
0.3,5,0.06,0.10040548508114,0.0404054850811403,"BayesBpi"
0.3,6,0.06,0.089768529428601,0.029768529428601,"BayesBpi"
0.3,7,0.06,0.0719249633320517,0.0119249633320517,"BayesBpi"
0.3,8,0.06,0.100909394327113,0.0409093943271129,"BayesBpi"
0.3,9,0.06,0.12622451374189,0.0662245137418902,"BayesBpi"
0.3,10,0.06,0.0662589231091255,0.0062589231091255,"BayesBpi"
0.2,1,0.04,0.0784402591293232,0.0384402591293232,"BayesBpi"
0.2,2,0.04,0.0784475884313333,0.0384475884313333,"BayesBpi"
0.2,3,0.04,0.0567128813081359,0.0167128813081359,"BayesBpi"
0.2,4,0.04,0.0661860877148513,0.0261860877148513,"BayesBpi"
0.2,5,0.04,0.0552465173196472,0.0152465173196472,"BayesBpi"
0.2,6,0.04,0.0487772308877586,0.00877723088775857,"BayesBpi"
0.2,7,0.04,0.104715030012968,0.0647150300129679,"BayesBpi"
0.2,8,0.04,0.0553644560369942,0.0153644560369942,"BayesBpi"
0.2,9,0.04,0.0698108202830967,0.0298108202830967,"BayesBpi"
0.2,10,0.04,0.0512087708948819,0.0112087708948819,"BayesBpi"
0.1,1,0.02,0.0206412905676276,0.000641290567627628,"BayesBpi"
0.1,2,0.02,0.0137626735514047,-0.00623732644859532,"BayesBpi"
0.1,3,0.02,0.0614229098542993,0.0414229098542993,"BayesBpi"
0.1,4,0.02,0.0650421431000729,0.0450421431000729,"BayesBpi"
0.1,5,0.02,0.026726841552311,0.006726841552311,"BayesBpi"
0.1,6,0.02,0.0288431698042516,0.00884316980425159,"BayesBpi"
0.1,7,0.02,0.0535977584908575,0.0335977584908575,"BayesBpi"
0.1,8,0.02,0.0394324912149239,0.0194324912149239,"BayesBpi"
0.1,9,0.02,0.0610556511879304,0.0410556511879304,"BayesBpi"
0.1,10,0.02,0.0330350914032885,0.0130350914032885,"BayesBpi"
0.05,1,0.01,0.0328148574874777,0.0228148574874777,"BayesBpi"
0.05,2,0.01,0.0325012872435598,0.0225012872435598,"BayesBpi"
0.05,3,0.01,0.00935638381210588,-0.000643616187894118,"BayesBpi"
0.05,4,0.01,0.0291429671494656,0.0191429671494656,"BayesBpi"
0.05,5,0.01,0.0231041687880118,0.0131041687880118,"BayesBpi"
0.05,6,0.01,0.0117123461747082,0.00171234617470816,"BayesBpi"
0.05,7,0.01,0.0192494892754015,0.00924948927540147,"BayesBpi"
0.05,8,0.01,0.0735251987748588,0.0635251987748588,"BayesBpi"
0.05,9,0.01,0.0201466719715201,0.0101466719715201,"BayesBpi"
0.05,10,0.01,0.0384917533156914,0.0284917533156913,"BayesBpi"
0.005,1,0.001,0.013141130896206,0.012141130896206,"BayesBpi"
0.005,2,0.001,0.0133792313284245,0.0123792313284245,"BayesBpi"
0.005,3,0.001,0.0194505476395852,0.0184505476395852,"BayesBpi"
0.005,4,0.001,0.0110147885094147,0.0100147885094147,"BayesBpi"
0.005,5,0.001,0.0141565009414261,0.0131565009414261,"BayesBpi"
0.005,6,0.001,0.0177788234396389,0.0167788234396389,"BayesBpi"
0.005,7,0.001,0.0183571455437861,0.0173571455437861,"BayesBpi"
0.005,8,0.001,0.00681428046192559,0.00581428046192559,"BayesBpi"
0.005,9,0.001,0.0197468361055282,0.0187468361055282,"BayesBpi"
0.005,10,0.001,0.0221154014831873,0.0211154014831873,"BayesBpi"
4,1,0.8,0.890483410505991,0.0904834105059907,"BayesC"
4,2,0.8,0.911565973102463,0.111565973102463,"BayesC"
4,3,0.8,0.896037131669196,0.0960371316691957,"BayesC"
4,4,0.8,0.906460119562535,0.106460119562535,"BayesC"
4,5,0.8,0.902633074489528,0.102633074489528,"BayesC"
4,6,0.8,0.887816738244693,0.087816738244693,"BayesC"
4,7,0.8,0.897896911870199,0.0978969118701987,"BayesC"
4,8,0.8,0.892547647356558,0.0925476473565582,"BayesC"
4,9,0.8,0.910150479598474,0.110150479598474,"BayesC"
4,10,0.8,0.898761669958247,0.098761669958247,"BayesC"
3.75,1,0.75,0.864414949187841,0.114414949187841,"BayesC"
3.75,2,0.75,0.883825779675532,0.133825779675532,"BayesC"
3.75,3,0.75,0.901248602186784,0.151248602186784,"BayesC"
3.75,4,0.75,0.859464569053692,0.109464569053692,"BayesC"
3.75,5,0.75,0.875312918233188,0.125312918233188,"BayesC"
3.75,6,0.75,0.84738422691651,0.0973842269165103,"BayesC"
3.75,7,0.75,0.858581406211548,0.108581406211548,"BayesC"
3.75,8,0.75,0.856700167287623,0.106700167287623,"BayesC"
3.75,9,0.75,0.870774814496408,0.120774814496408,"BayesC"
3.75,10,0.75,0.870053543210146,0.120053543210146,"BayesC"
3.5,1,0.7,0.841841260195148,0.141841260195148,"BayesC"
3.5,2,0.7,0.837111005570696,0.137111005570696,"BayesC"
3.5,3,0.7,0.844309629001228,0.144309629001228,"BayesC"
3.5,4,0.7,0.815348769698036,0.115348769698036,"BayesC"
3.5,5,0.7,0.802081385987365,0.102081385987365,"BayesC"
3.5,6,0.7,0.82495080423902,0.12495080423902,"BayesC"
3.5,7,0.7,0.832505766797558,0.132505766797558,"BayesC"
3.5,8,0.7,0.833379441645437,0.133379441645437,"BayesC"
3.5,9,0.7,0.813087153286115,0.113087153286115,"BayesC"
3.5,10,0.7,0.838937752239287,0.138937752239287,"BayesC"
3.25,1,0.65,0.76859980540272,0.11859980540272,"BayesC"
3.25,2,0.65,0.784401871946741,0.134401871946741,"BayesC"
3.25,3,0.65,0.792201767747385,0.142201767747385,"BayesC"
3.25,4,0.65,0.807764313452342,0.157764313452342,"BayesC"
3.25,5,0.65,0.77450394939138,0.12450394939138,"BayesC"
3.25,6,0.65,0.76198540469916,0.11198540469916,"BayesC"
3.25,7,0.65,0.789915768092269,0.139915768092269,"BayesC"
3.25,8,0.65,0.726447954224832,0.0764479542248316,"BayesC"
3.25,9,0.65,0.777011507249345,0.127011507249345,"BayesC"
3.25,10,0.65,0.77073648229489,0.12073648229489,"BayesC"
3,1,0.6,0.729128568313842,0.129128568313842,"BayesC"
3,2,0.6,0.729776734323556,0.129776734323556,"BayesC"
3,3,0.6,0.715329279011031,0.115329279011031,"BayesC"
3,4,0.6,0.730602412869276,0.130602412869276,"BayesC"
3,5,0.6,0.736972501343798,0.136972501343798,"BayesC"
3,6,0.6,0.755776091126259,0.155776091126259,"BayesC"
3,7,0.6,0.71459917657438,0.11459917657438,"BayesC"
3,8,0.6,0.766460587042857,0.166460587042857,"BayesC"
3,9,0.6,0.741977549238337,0.141977549238337,"BayesC"
3,10,0.6,0.738744912511838,0.138744912511838,"BayesC"
2.75,1,0.55,0.697580284168001,0.147580284168001,"BayesC"
2.75,2,0.55,0.69593758522915,0.14593758522915,"BayesC"
2.75,3,0.55,0.688024297813924,0.138024297813924,"BayesC"
2.75,4,0.55,0.670927723611257,0.120927723611257,"BayesC"
2.75,5,0.55,0.669396696926914,0.119396696926914,"BayesC"
2.75,6,0.55,0.700174672457323,0.150174672457323,"BayesC"
2.75,7,0.55,0.663331315290495,0.113331315290495,"BayesC"
2.75,8,0.55,0.655880931136241,0.105880931136241,"BayesC"
2.75,9,0.55,0.712655978227081,0.162655978227081,"BayesC"
2.75,10,0.55,0.674730637585742,0.124730637585742,"BayesC"
2.5,1,0.5,0.65506249651138,0.15506249651138,"BayesC"
2.5,2,0.5,0.631200503883273,0.131200503883273,"BayesC"
2.5,3,0.5,0.618239237485397,0.118239237485397,"BayesC"
2.5,4,0.5,0.646812706105697,0.146812706105697,"BayesC"
2.5,5,0.5,0.642543318190957,0.142543318190957,"BayesC"
2.5,6,0.5,0.648978568615885,0.148978568615885,"BayesC"
2.5,7,0.5,0.639450696359605,0.139450696359605,"BayesC"
2.5,8,0.5,0.632431750369249,0.132431750369249,"BayesC"
2.5,9,0.5,0.63648981364821,0.13648981364821,"BayesC"
2.5,10,0.5,0.674738493621183,0.174738493621183,"BayesC"
2.25,1,0.45,0.566041067054617,0.116041067054617,"BayesC"
2.25,2,0.45,0.574332937463581,0.124332937463581,"BayesC"
2.25,3,0.45,0.585918111356697,0.135918111356697,"BayesC"
2.25,4,0.45,0.51253000671959,0.0625300067195897,"BayesC"
2.25,5,0.45,0.640020343760795,0.190020343760795,"BayesC"
2.25,6,0.45,0.609326372709979,0.159326372709979,"BayesC"
2.25,7,0.45,0.575623705480875,0.125623705480875,"BayesC"
2.25,8,0.45,0.556801062308993,0.106801062308993,"BayesC"
2.25,9,0.45,0.613790700832364,0.163790700832364,"BayesC"
2.25,10,0.45,0.55194457065012,0.10194457065012,"BayesC"
2,1,0.4,0.536196835301054,0.136196835301054,"BayesC"
2,2,0.4,0.49800618660565,0.0980061866056495,"BayesC"
2,3,0.4,0.520803290977283,0.120803290977283,"BayesC"
2,4,0.4,0.566674697259755,0.166674697259755,"BayesC"
2,5,0.4,0.562286195717015,0.162286195717015,"BayesC"
2,6,0.4,0.488535935548444,0.0885359355484439,"BayesC"
2,7,0.4,0.513742069825775,0.113742069825775,"BayesC"
2,8,0.4,0.526412601047157,0.126412601047157,"BayesC"
2,9,0.4,0.538977559177919,0.138977559177919,"BayesC"
2,10,0.4,0.461153681332382,0.0611536813323819,"BayesC"
1.9,1,0.38,0.522510857284431,0.142510857284431,"BayesC"
1.9,2,0.38,0.491061519581796,0.111061519581796,"BayesC"
1.9,3,0.38,0.462543678855208,0.0825436788552075,"BayesC"
1.9,4,0.38,0.47854123312665,0.0985412331266501,"BayesC"
1.9,5,0.38,0.52172149689601,0.14172149689601,"BayesC"
1.9,6,0.38,0.523820414215132,0.143820414215132,"BayesC"
1.9,7,0.38,0.542766903097623,0.162766903097623,"BayesC"
1.9,8,0.38,0.525891150835298,0.145891150835298,"BayesC"
1.9,9,0.38,0.508431713488158,0.128431713488158,"BayesC"
1.9,10,0.38,0.52033904829362,0.14033904829362,"BayesC"
1.8,1,0.36,0.419781094680346,0.0597810946803459,"BayesC"
1.8,2,0.36,0.499438406009681,0.139438406009681,"BayesC"
1.8,3,0.36,0.469688825566602,0.109688825566602,"BayesC"
1.8,4,0.36,0.510762564073494,0.150762564073494,"BayesC"
1.8,5,0.36,0.488905671252929,0.128905671252929,"BayesC"
1.8,6,0.36,0.469818143952402,0.109818143952402,"BayesC"
1.8,7,0.36,0.442963990916189,0.0829639909161889,"BayesC"
1.8,8,0.36,0.444599363816727,0.0845993638167266,"BayesC"
1.8,9,0.36,0.484210351643018,0.124210351643018,"BayesC"
1.8,10,0.36,0.457277011201107,0.097277011201107,"BayesC"
1.7,1,0.34,0.44175821790513,0.10175821790513,"BayesC"
1.7,2,0.34,0.458195221663418,0.118195221663418,"BayesC"
1.7,3,0.34,0.482528709460365,0.142528709460365,"BayesC"
1.7,4,0.34,0.345535201122109,0.00553520112210865,"BayesC"
1.7,5,0.34,0.492828064845154,0.152828064845154,"BayesC"
1.7,6,0.34,0.381339474742789,0.0413394747427893,"BayesC"
1.7,7,0.34,0.487100928670543,0.147100928670543,"BayesC"
1.7,8,0.34,0.462393607756626,0.122393607756626,"BayesC"
1.7,9,0.34,0.480893057798901,0.140893057798901,"BayesC"
1.7,10,0.34,0.447868624434692,0.107868624434692,"BayesC"
1.6,1,0.32,0.40747754670251,0.0874775467025097,"BayesC"
1.6,2,0.32,0.472043411410267,0.152043411410267,"BayesC"
1.6,3,0.32,0.421020386529199,0.101020386529199,"BayesC"
1.6,4,0.32,0.478820490774257,0.158820490774257,"BayesC"
1.6,5,0.32,0.428327763084935,0.108327763084935,"BayesC"
1.6,6,0.32,0.470541740012758,0.150541740012758,"BayesC"
1.6,7,0.32,0.436171656455745,0.116171656455745,"BayesC"
1.6,8,0.32,0.416822890826755,0.096822890826755,"BayesC"
1.6,9,0.32,0.450231328130638,0.130231328130638,"BayesC"
1.6,10,0.32,0.459805644473611,0.139805644473611,"BayesC"
1.5,1,0.3,0.426832714937699,0.126832714937699,"BayesC"
1.5,2,0.3,0.42832053640485,0.12832053640485,"BayesC"
1.5,3,0.3,0.423048961038395,0.123048961038395,"BayesC"
1.5,4,0.3,0.385662671982396,0.0856626719823964,"BayesC"
1.5,5,0.3,0.399576295350756,0.0995762953507562,"BayesC"
1.5,6,0.3,0.406090294026815,0.106090294026815,"BayesC"
1.5,7,0.3,0.411724211902855,0.111724211902855,"BayesC"
1.5,8,0.3,0.411119495156285,0.111119495156285,"BayesC"
1.5,9,0.3,0.450716917914506,0.150716917914506,"BayesC"
1.5,10,0.3,0.345075945951028,0.0450759459510277,"BayesC"
1.4,1,0.28,0.387418786962045,0.107418786962045,"BayesC"
1.4,2,0.28,0.380407714590088,0.100407714590088,"BayesC"
1.4,3,0.28,0.391741737366213,0.111741737366213,"BayesC"
1.4,4,0.28,0.364453852702796,0.0844538527027956,"BayesC"
1.4,5,0.28,0.380052933144215,0.100052933144215,"BayesC"
1.4,6,0.28,0.367974868379322,0.0879748683793223,"BayesC"
1.4,7,0.28,0.414943052974334,0.134943052974334,"BayesC"
1.4,8,0.28,0.448990636579562,0.168990636579562,"BayesC"
1.4,9,0.28,0.411302834678443,0.131302834678443,"BayesC"
1.4,10,0.28,0.432437425453589,0.152437425453589,"BayesC"
1.3,1,0.26,0.437133315284816,0.177133315284816,"BayesC"
1.3,2,0.26,0.408057951282472,0.148057951282472,"BayesC"
1.3,3,0.26,0.366291339471769,0.106291339471769,"BayesC"
1.3,4,0.26,0.356047877449255,0.0960478774492549,"BayesC"
1.3,5,0.26,0.364924006725531,0.104924006725531,"BayesC"
1.3,6,0.26,0.394787622831768,0.134787622831768,"BayesC"
1.3,7,0.26,0.344839730714874,0.0848397307148743,"BayesC"
1.3,8,0.26,0.360507525218485,0.100507525218485,"BayesC"
1.3,9,0.26,0.323034282917514,0.063034282917514,"BayesC"
1.3,10,0.26,0.404855081298266,0.144855081298266,"BayesC"
1.2,1,0.24,0.402582971148596,0.162582971148596,"BayesC"
1.2,2,0.24,0.283260493549296,0.0432604935492957,"BayesC"
1.2,3,0.24,0.363325023326448,0.123325023326448,"BayesC"
1.2,4,0.24,0.386424161545021,0.146424161545021,"BayesC"
1.2,5,0.24,0.341938032197394,0.101938032197394,"BayesC"
1.2,6,0.24,0.365716716690672,0.125716716690672,"BayesC"
1.2,7,0.24,0.33534337849792,0.0953433784979201,"BayesC"
1.2,8,0.24,0.296671016365914,0.0566710163659139,"BayesC"
1.2,9,0.24,0.372793712541614,0.132793712541614,"BayesC"
1.2,10,0.24,0.32388705092072,0.0838870509207204,"BayesC"
1.1,1,0.22,0.289322477683658,0.0693224776836578,"BayesC"
1.1,2,0.22,0.291244434452932,0.0712444344529317,"BayesC"
1.1,3,0.22,0.313512994151908,0.0935129941519085,"BayesC"
1.1,4,0.22,0.312339928041237,0.0923399280412372,"BayesC"
1.1,5,0.22,0.244543518741237,0.0245435187412375,"BayesC"
1.1,6,0.22,0.36245530502241,0.14245530502241,"BayesC"
1.1,7,0.22,0.311168053570061,0.0911680535700615,"BayesC"
1.1,8,0.22,0.360032327878622,0.140032327878622,"BayesC"
1.1,9,0.22,0.308602940266419,0.0886029402664187,"BayesC"
1.1,10,0.22,0.30054863397775,0.0805486339777497,"BayesC"
1,1,0.2,0.253484442762869,0.0534844427628692,"BayesC"
1,2,0.2,0.261434294362531,0.0614342943625306,"BayesC"
1,3,0.2,0.262263565486126,0.0622635654861262,"BayesC"
1,4,0.2,0.290333010709307,0.0903330107093068,"BayesC"
1,5,0.2,0.37353888507897,0.17353888507897,"BayesC"
1,6,0.2,0.25352367901825,0.0535236790182499,"BayesC"
1,7,0.2,0.296774583708124,0.0967745837081239,"BayesC"
1,8,0.2,0.243735556348601,0.0437355563486014,"BayesC"
1,9,0.2,0.248772620576681,0.0487726205766809,"BayesC"
1,10,0.2,0.296965038186717,0.0969650381867173,"BayesC"
0.9,1,0.18,0.255018110969685,0.0750181109696853,"BayesC"
0.9,2,0.18,0.299207129408809,0.119207129408809,"BayesC"
0.9,3,0.18,0.266722355538599,0.0867223555385995,"BayesC"
0.9,4,0.18,0.176358080763092,-0.00364191923690765,"BayesC"
0.9,5,0.18,0.247067853701638,0.0670678537016379,"BayesC"
0.9,6,0.18,0.233466621056305,0.0534666210563054,"BayesC"
0.9,7,0.18,0.215970524088898,0.0359705240888981,"BayesC"
0.9,8,0.18,0.253281730200626,0.0732817302006264,"BayesC"
0.9,9,0.18,0.220661644925282,0.0406616449252817,"BayesC"
0.9,10,0.18,0.22696429770704,0.0469642977070401,"BayesC"
0.8,1,0.16,0.258487783495945,0.0984877834959449,"BayesC"
0.8,2,0.16,0.211808639724076,0.051808639724076,"BayesC"
0.8,3,0.16,0.142611317463245,-0.0173886825367551,"BayesC"
0.8,4,0.16,0.172180043628888,0.0121800436288883,"BayesC"
0.8,5,0.16,0.164408379899698,0.00440837989969786,"BayesC"
0.8,6,0.16,0.191008971789284,0.0310089717892838,"BayesC"
0.8,7,0.16,0.20618494053183,0.0461849405318304,"BayesC"
0.8,8,0.16,0.240073473739465,0.0800734737394653,"BayesC"
0.8,9,0.16,0.194293644557147,0.0342936445571467,"BayesC"
0.8,10,0.16,0.2247798224761,0.0647798224761001,"BayesC"
0.7,1,0.14,0.184555800150737,0.0445558001507366,"BayesC"
0.7,2,0.14,0.249781755064197,0.109781755064197,"BayesC"
0.7,3,0.14,0.172245064688463,0.0322450646884627,"BayesC"
0.7,4,0.14,0.105136326466037,-0.0348636735339633,"BayesC"
0.7,5,0.14,0.178321881790266,0.0383218817902659,"BayesC"
0.7,6,0.14,0.263457482386891,0.123457482386891,"BayesC"
0.7,7,0.14,0.184131837577332,0.0441318375773323,"BayesC"
0.7,8,0.14,0.152991237581273,0.0129912375812727,"BayesC"
0.7,9,0.14,0.2392548558177,0.0992548558176996,"BayesC"
0.7,10,0.14,0.189964468344464,0.0499644683444645,"BayesC"
0.6,1,0.12,0.127314370465156,0.00731437046515571,"BayesC"
0.6,2,0.12,0.134006293431106,0.014006293431106,"BayesC"
0.6,3,0.12,0.180287022663039,0.0602870226630387,"BayesC"
0.6,4,0.12,0.160905055894002,0.0409050558940021,"BayesC"
0.6,5,0.12,0.1413210253362,0.0213210253362004,"BayesC"
0.6,6,0.12,0.180927159528952,0.0609271595289522,"BayesC"
0.6,7,0.12,0.177765663375375,0.0577656633753748,"BayesC"
0.6,8,0.12,0.16418378180606,0.0441837818060601,"BayesC"
0.6,9,0.12,0.0958069333608726,-0.0241930666391274,"BayesC"
0.6,10,0.12,0.120143729129801,0.000143729129801415,"BayesC"
0.5,1,0.1,0.111497894740915,0.0114978947409153,"BayesC"
0.5,2,0.1,0.124863907115116,0.0248639071151161,"BayesC"
0.5,3,0.1,0.109795702850842,0.00979570285084232,"BayesC"
0.5,4,0.1,0.116389689965841,0.0163896899658412,"BayesC"
0.5,5,0.1,0.114030547056159,0.0140305470561592,"BayesC"
0.5,6,0.1,0.126914226605693,0.026914226605693,"BayesC"
0.5,7,0.1,0.118023728318959,0.0180237283189594,"BayesC"
0.5,8,0.1,0.11763973712014,0.0176397371201401,"BayesC"
0.5,9,0.1,0.0796054042764406,-0.0203945957235594,"BayesC"
0.5,10,0.1,0.123171324928941,0.0231713249289411,"BayesC"
0.4,1,0.08,0.105805900512789,0.0258059005127889,"BayesC"
0.4,2,0.08,0.0895589868046243,0.0095589868046243,"BayesC"
0.4,3,0.08,0.103073466080711,0.0230734660807115,"BayesC"
0.4,4,0.08,0.0778571845453777,-0.00214281545462233,"BayesC"
0.4,5,0.08,0.0641347683025511,-0.0158652316974489,"BayesC"
0.4,6,0.08,0.0829423005118904,0.00294230051189041,"BayesC"
0.4,7,0.08,0.0737161580105067,-0.00628384198949335,"BayesC"
0.4,8,0.08,0.0932600094473454,0.0132600094473454,"BayesC"
0.4,9,0.08,0.104536226312629,0.0245362263126294,"BayesC"
0.4,10,0.08,0.0715359556264387,-0.0084640443735613,"BayesC"
0.3,1,0.06,0.0586362737394698,-0.00136372626053017,"BayesC"
0.3,2,0.06,0.0648223530362166,0.00482235303621661,"BayesC"
0.3,3,0.06,0.0900920023581318,0.0300920023581318,"BayesC"
0.3,4,0.06,0.074141673739237,0.014141673739237,"BayesC"
0.3,5,0.06,0.0967492178851346,0.0367492178851346,"BayesC"
0.3,6,0.06,0.0858960830267531,0.0258960830267531,"BayesC"
0.3,7,0.06,0.0674496249930458,0.00744962499304583,"BayesC"
0.3,8,0.06,0.0971448994470866,0.0371448994470866,"BayesC"
0.3,9,0.06,0.109705918427626,0.0497059184276263,"BayesC"
0.3,10,0.06,0.0568270012927232,-0.0031729987072768,"BayesC"
0.2,1,0.04,0.0684939821171607,0.0284939821171607,"BayesC"
0.2,2,0.04,0.0730318561619156,0.0330318561619156,"BayesC"
0.2,3,0.04,0.0632891032346597,0.0232891032346597,"BayesC"
0.2,4,0.04,0.0671110634148325,0.0271110634148325,"BayesC"
0.2,5,0.04,0.0665852310904467,0.0265852310904467,"BayesC"
0.2,6,0.04,0.0648234806672287,0.0248234806672287,"BayesC"
0.2,7,0.04,0.0903282508535166,0.0503282508535166,"BayesC"
0.2,8,0.04,0.0579308133038706,0.0179308133038706,"BayesC"
0.2,9,0.04,0.0622578138994805,0.0222578138994805,"BayesC"
0.2,10,0.04,0.0489811203423599,0.00898112034235995,"BayesC"
0.1,1,0.02,0.0458493084806562,0.0258493084806562,"BayesC"
0.1,2,0.02,0.0408942468151591,0.0208942468151591,"BayesC"
0.1,3,0.02,0.0660271154606507,0.0460271154606507,"BayesC"
0.1,4,0.02,0.0614399277986789,0.0414399277986788,"BayesC"
0.1,5,0.02,0.0469532940339076,0.0269532940339076,"BayesC"
0.1,6,0.02,0.0562578889433268,0.0362578889433268,"BayesC"
0.1,7,0.02,0.0571883972024569,0.0371883972024569,"BayesC"
0.1,8,0.02,0.060551233574741,0.040551233574741,"BayesC"
0.1,9,0.02,0.0685314614627696,0.0485314614627696,"BayesC"
0.1,10,0.02,0.0478045020211282,0.0278045020211282,"BayesC"
0.05,1,0.01,0.0471596694422403,0.0371596694422403,"BayesC"
0.05,2,0.01,0.0463086339778723,0.0363086339778723,"BayesC"
0.05,3,0.01,0.0404734072636607,0.0304734072636606,"BayesC"
0.05,4,0.01,0.0530549165211018,0.0430549165211018,"BayesC"
0.05,5,0.01,0.0464793883720221,0.0364793883720221,"BayesC"
0.05,6,0.01,0.0405912490470205,0.0305912490470205,"BayesC"
0.05,7,0.01,0.0457064175587239,0.0357064175587239,"BayesC"
0.05,8,0.01,0.0688039844680915,0.0588039844680915,"BayesC"
0.05,9,0.01,0.0444290278925427,0.0344290278925427,"BayesC"
0.05,10,0.01,0.0546294403666331,0.0446294403666331,"BayesC"
0.005,1,0.001,0.0458433734455387,0.0448433734455387,"BayesC"
0.005,2,0.001,0.0412232963981375,0.0402232963981375,"BayesC"
0.005,3,0.001,0.0474726678033133,0.0464726678033133,"BayesC"
0.005,4,0.001,0.0379437124609896,0.0369437124609896,"BayesC"
0.005,5,0.001,0.0376543428601666,0.0366543428601666,"BayesC"
0.005,6,0.001,0.0433883819618234,0.0423883819618234,"BayesC"
0.005,7,0.001,0.0455251208291729,0.0445251208291728,"BayesC"
0.005,8,0.001,0.0355705562709942,0.0345705562709942,"BayesC"
0.005,9,0.001,0.0428452250024294,0.0418452250024294,"BayesC"
0.005,10,0.001,0.0451209440692488,0.0441209440692488,"BayesC"
4,1,0.8,0.80881866929666,0.00881866929665964,"BayesCpi"
4,2,0.8,0.805647330963292,0.00564733096329162,"BayesCpi"
4,3,0.8,0.795131682719404,-0.00486831728059622,"BayesCpi"
4,4,0.8,0.796775028472031,-0.00322497152796863,"BayesCpi"
4,5,0.8,0.787757371957352,-0.0122426280426483,"BayesCpi"
4,6,0.8,0.803689658726169,0.00368965872616944,"BayesCpi"
4,7,0.8,0.795981196225689,-0.00401880377431141,"BayesCpi"
4,8,0.8,0.80333197235643,0.00333197235642979,"BayesCpi"
4,9,0.8,0.803033386901798,0.003033386901798,"BayesCpi"
4,10,0.8,0.796755027279718,-0.00324497272028201,"BayesCpi"
3.75,1,0.75,0.747313772686176,-0.0026862273138244,"BayesCpi"
3.75,2,0.75,0.746749899023187,-0.00325010097681344,"BayesCpi"
3.75,3,0.75,0.75688886787826,0.00688886787826015,"BayesCpi"
3.75,4,0.75,0.757408804586051,0.00740880458605142,"BayesCpi"
3.75,5,0.75,0.750698910071753,0.000698910071753156,"BayesCpi"
3.75,6,0.75,0.734235836786392,-0.0157641632136077,"BayesCpi"
3.75,7,0.75,0.756305597228145,0.00630559722814494,"BayesCpi"
3.75,8,0.75,0.747974661429102,-0.00202533857089771,"BayesCpi"
3.75,9,0.75,0.752868192795729,0.00286819279572892,"BayesCpi"
3.75,10,0.75,0.754292191183049,0.0042921911830488,"BayesCpi"
3.5,1,0.7,0.698928390450395,-0.00107160954960495,"BayesCpi"
