"family","sires","mean","mean_error","mean_sigma","lm_intercept","lm_intercept_error","lm_slope","lm_slope_error","lm_sigma","sire_jersey_propn","sire_breed","sire_birth_date","sire_birth_year","sire_region","halfsibs_in_data","halfsibs_total","sire_breeding_window","sire_avg_age_at_col","rounded_ages","children_per_age"
1,82806,1.07312679479403,0.0116318244822222,0.161175287903459,1.09743824032855,0.0420122309693242,-1.29431302289227e-05,2.14894735050926e-05,0.161444827210005,0.625,"Mix","2005-02-12",2005,"SOUTH AUCKLAND",192,206,2217,1878.328125,"2 4 5 6 7 8","13 46 24 58 45 6"
1,82807,1.11519532817831,0.0108540268953904,0.167799183738063,0.95438359270889,0.117968035899031,9.80867166122399e-05,7.16502159361807e-05,0.167491903958467,0,"Holstein","2001-07-31",2001,"SOUTH AUCKLAND",239,292,530,1639.48535564854,"4 5 6","183 55 1"
1,82808,1.0028240012329,0.0095503578917788,0.176875103393169,0.912821280970144,0.0583349790102017,3.86123163564253e-05,2.46902137377353e-05,0.176502443558696,1,"Jersey","2000-08-13",2000,"SOUTH AUCKLAND",343,404,1318,2330.93294460641,"5 6 7 8","91 138 62 52"
1,101331,1.15122404815259,0.0398511165591061,0.214604830419113,0.15645897354117,1.37287962766908,0.00240021525615535,0.00331112764431457,0.216446780921847,0,"Holstein","2012-09-10",2012,"OTAGO",29,29,41,414.448275862069,"1","29"
1,101388,0.98310984418342,0.033612975453733,0.187149126859975,1.87337638070054,1.01134705471782,-0.000475054008641548,0.000539363241525695,0.187852534263269,0,"Holstein","1999-08-12",1999,"SOUTH AUCKLAND",31,31,229,1874.03225806452,"5","31"
1,101391,1.17491300912226,0.00931887300255078,0.187770088084588,1.24400822140655,0.0855742718487043,-3.32298305586257e-05,4.09101148407556e-05,0.187849007395316,0,"Holstein","1999-08-11",1999,"BAY OF PLENTY",406,494,1975,2079.31280788177,"1 4 5 6","1 8 178 219"
1,101405,1.16614264295862,0.0157299231685297,0.186118960894097,0.889709036258416,0.221224499781151,0.000141523913953669,0.000112973369894106,0.185738981862343,0,"Holstein","1999-07-14",1999,"SOUTH AUCKLAND",140,146,889,1953.26428571429,"5 7","135 5"
1,101466,1.10765297255431,0.0151964812891605,0.181723485633442,1.05681173312782,0.080904534453847,2.48478167214804e-05,3.88340088291693e-05,0.18210257409516,0.3125,"Mix","2000-07-26",2000,"SOUTH AUCKLAND",143,168,1128,2046.1048951049,"4 5 6 7","39 38 40 26"
1,101514,1.0437754950822,0.0104162348218523,0.174296946048722,0.944387112481586,0.0664142710511615,3.9386693588261e-05,2.59951578208331e-05,0.173893626936573,1,"Jersey","2000-07-19",2000,"SOUTH AUCKLAND",280,350,1326,2523.4,"5 6 7 8","36 79 95 70"
1,101657,1.11643845964869,0.0124058618432365,0.168737963996228,1.0870353491536,0.0533228748419296,1.46418796946273e-05,2.58218388548588e-05,0.169049924592079,0,"Holstein","2000-07-13",2000,"SOUTH AUCKLAND",185,260,2279,2008.15135135135,"1 4 5 6 7","2 75 19 38 51"
1,101749,0.941635108655624,0.00658117418477982,0.164529354619496,0.857656505461618,0.0530323362021763,3.99450421632245e-05,2.50307160938201e-05,0.164325823509118,1,"Jersey","2000-08-18",2000,"SOUTH AUCKLAND",625,748,1205,2102.3536,"5 6 7 8","288 265 71 1"
1,101754,1.02984882983897,0.00662021548614274,0.188530905292167,0.968338942072513,0.037041886828031,2.43891382235283e-05,1.44514587477575e-05,0.188316185233635,1,"Jersey","2000-09-01",2000,"SOUTH AUCKLAND",811,961,1702,2522.01972872996,"4 5 6 7 8 9","5 159 179 215 190 63"
1,101794,1.13347781442866,0.0103854304794842,0.184323105895389,1.04396439415574,0.0498323848058688,4.07625025096017e-05,2.21981015799407e-05,0.18363081884088,0.3125,"Mix","2001-07-16",2001,"SOUTH AUCKLAND",315,408,2346,2195.9746031746,"1 4 5 6 7","7 31 88 72 117"
1,101877,1.12436464771166,0.0439054186819951,0.181026678762833,1.30366485683328,0.200520342067842,-0.00015269529882114,0.000166580673756975,0.181937293293758,0,"Holstein","2001-08-07",2001,"SOUTH AUCKLAND",17,17,669,1174.23529411765,"3 4","12 5"
1,102198,0.928663799080362,0.0178277222947349,0.188670878538361,0.892356285263893,0.144927423619384,1.86602493917238e-05,7.39149316000664e-05,0.189471651263831,1,"Jersey","2001-08-23",2001,"SOUTH AUCKLAND",112,130,1851,1945.71428571429,"1 5 6","1 77 34"
1,102215,0.946522413335363,0.0231337030861714,0.155185598015928,1.88470551497735,0.549710698518473,-0.000486519770142544,0.000284825096714718,0.151910420928981,0,"Holstein","2001-07-31",2001,"SOUTH AUCKLAND",45,46,506,1928.35555555556,"5 6","43 2"
1,102292,0.900559686486877,0.0219836776968265,0.158526554318364,1.21090978385979,1.10341451673502,-0.000163952831024377,0.000582797836251649,0.159977414024718,0.8125,"Jersey","2001-08-07",2001,"SOUTH AUCKLAND",52,70,255,1892.92307692308,"5","52"
1,102298,0.993827505417935,0.00794923279053204,0.164070316127378,0.91012312444285,0.0647330660543897,4.04385040518793e-05,3.10369489067727e-05,0.163935830637246,1,"Jersey","2002-07-08",2002,"SOUTH AUCKLAND",426,500,1109,2069.91784037559,"4 5 6 7","7 249 141 29"
1,102311,1.30050597948962,0.0202547090683836,0.204562534261227,1.2749200236684,0.131805120087426,1.22302084652047e-05,6.22478809989189e-05,0.205543133753339,0.5,"Mix","2002-07-29",2002,"SOUTH AUCKLAND",102,127,1932,2092.02941176471,"1 2 5 6","1 2 36 63"
1,102316,1.03777476161509,0.0202165768714561,0.161732614971649,1.25456179183232,0.206399266044746,-0.000132013643779165,0.00012508467392503,0.161586666821312,1,"Jersey","2002-08-04",2002,"SOUTH AUCKLAND",64,67,400,1642.15625,"4 5","48 16"
1,102326,0.97552811827523,0.0238189310310618,0.152515574594733,1.37851189374465,1.03315536850592,-0.0010499037169884,0.0026909746157376,0.154157968714771,0.625,"Mix","2002-08-04",2002,"TARANAKI",41,93,50,383.829268292683,"1","41"
1,102449,1.0282492107714,0.0191229738621179,0.161133041870742,0.52981253600253,0.412672790971554,0.000274806286078287,0.000227278724275176,0.160603965100035,0,"Holstein","2002-09-03",2002,"SOUTH AUCKLAND",71,82,241,1813.77464788732,"5","71"
1,102454,0.952800288956055,0.0152984405439619,0.164769247242767,0.966104116600007,0.139772340823176,-6.61430919341515e-06,6.90699490973547e-05,0.165483685654029,0,"Holstein","2002-08-28",2002,"SOUTH AUCKLAND",116,136,1085,2011.37068965517,"4 5 6 7","6 66 39 5"
1,102538,1.03782498534681,0.0548124901256458,0.189876035573972,1.43372362043939,0.591102458229056,-0.000706961848379614,0.00105075348145308,0.194783736607023,1,"Jersey","2003-03-02",2003,"SOUTH AUCKLAND",12,14,164,560,"1 2","5 7"
1,102540,0.94448671990961,0.0178272047636727,0.136933358066867,0.899019523045495,0.0469893653348494,2.80714574305975e-05,2.68459226786623e-05,0.136823253334192,0,"Holstein","2003-03-31",2003,"CANTERBURY",59,62,1498,1619.69491525424,"2 5 6","17 1 41"
1,102545,1.16862188177993,0.0221505729004,0.159730052746591,1.09977554745088,0.0492841171624417,5.36733041245926e-05,3.44411805499234e-05,0.157538782870571,0,"Holstein","2003-04-30",2003,"SOUTH AUCKLAND",52,63,1437,1282.69230769231,"1 2 5","17 4 31"
1,102555,0.999547005082887,0.0390411398791903,0.151205684569058,1.35581953088823,1.61389219280472,-0.000756203181983882,0.00342447744507203,0.156620089842953,0.3125,"Mix","2003-07-18",2003,"SOUTH AUCKLAND",15,15,31,471.133333333333,"1","15"
1,102557,1.01625397851231,0.0213814884966249,0.152694369794359,1.13331218525438,0.0586543597301429,-7.22747732333205e-05,3.38935366510833e-05,0.147550208610951,0,"Holstein","2003-07-17",2003,"SOUTH AUCKLAND",51,52,1493,1619.62745098039,"1 5","11 40"
1,102559,1.12670018673577,0.0466453954948335,0.203322565143467,5.90298853839932,1.81059179329707,-0.0101396065566042,0.00384275613668964,0.176220742395006,0.5,"Mix","2003-07-18",2003,"SOUTH AUCKLAND",19,19,28,471.052631578947,"1","19"
1,102568,1.02835787219466,0.0274752224915904,0.106411079143273,0.132825084948996,1.92352118899738,0.00191954727188983,0.00412256357038535,0.109518547813698,0.375,"Mix","2003-07-23",2003,"SOUTH AUCKLAND",15,15,17,466.533333333333,"1","15"
1,102571,1.06104854198052,0.0625961670306059,0.207607999354935,0.0583541492604248,3.0502523335322,0.00214334207538302,0.00651865871860901,0.217535402708866,0.0625,"Holstein","2003-07-27",2003,"SOUTH AUCKLAND",11,11,35,467.818181818182,"1","11"
1,102575,0.963945009113934,0.0525394697413206,0.166144391440071,1.7473219716488,3.23339004989837,-0.00171642629827971,0.00708350854184707,0.175579587937866,0,"Holstein","2003-07-21",2003,"SOUTH AUCKLAND",10,10,16,456.4,"1","10"
1,102578,1.00352378511935,0.0469447676931616,0.155698180308615,8.37632810774655,7.29300488935503,-0.0164906156057135,0.0163117924813789,0.155526838945324,1,"Jersey","2003-07-29",2003,"SOUTH AUCKLAND",11,11,10,447.090909090909,"1","11"
1,102581,0.955186204732264,0.0417798490636089,0.138568083141672,1.54200069415902,0.259400929483011,-0.00138488723100071,0.000606575793715353,0.116231986195046,1,"Jersey","2003-07-19",2003,"SOUTH AUCKLAND",11,11,123,423.727272727273,"1","11"
1,102583,0.988176903039357,0.0587343862082245,0.194799921344506,1.71658529603958,1.4949707344862,-0.00156738895207404,0.00321418889151008,0.202677021492808,0.5,"Mix","2003-07-23",2003,"OTAGO",11,12,57,464.727272727273,"1","11"
1,102584,1.00058303555809,0.0395048643253331,0.172197711372412,0.707315454373758,1.29388569862028,0.000640911438060989,0.00282628586687159,0.17692259624396,0.5,"Mix","2003-07-28",2003,"SOUTH AUCKLAND",19,20,49,457.578947368421,"1","19"
1,102594,0.926613287592482,0.0213877216376337,0.1737546719718,0.859942059889791,0.0619181762869923,4.25663944704002e-05,3.71106998568272e-05,0.173334332452635,1,"Jersey","2003-07-27",2003,"SOUTH AUCKLAND",66,72,1488,1566.28787878788,"1 5","14 52"
1,102597,0.975263576095735,0.0495396574771603,0.156658152132417,0.842615334663488,0.525055833392051,0.000290513012335187,0.00114419873811119,0.165495601797502,0.0625,"Holstein","2003-07-24",2003,"SOUTH AUCKLAND",10,10,160,456.6,"1","10"
1,102598,1.16694171240788,0.0342552830395603,0.137021132158241,1.97818464461817,1.09729603167915,-0.00176405095343363,0.00238487536506303,0.139137602170687,0.5,"Mix","2003-07-29",2003,"SOUTH AUCKLAND",16,18,34,459.875,"1","16"
1,102603,0.972752854145728,0.0508050517540992,0.190095097181158,0.923641689659611,0.0894022290201157,6.61429824728855e-05,9.80366026838241e-05,0.194208146829196,1,"Jersey","2003-07-17",2003,"SOUTH AUCKLAND",14,14,1319,742.5,"1 5","11 3"
1,102604,1.02689505366525,0.0505002013885812,0.188954451559157,2.21674801385049,0.479301516572966,-0.0025786287062838,0.00103461017029212,0.159643495892975,0,"Holstein","2003-07-23",2003,"WELLINGTON",14,14,166,461.428571428571,"1","14"
1,102605,1.01256871452638,0.0398043193884501,0.143516514540002,1.90997862758052,1.36674680094438,-0.00197033083426851,0.00299945902572693,0.14704175294888,0,"Holstein","2003-08-06",2003,"OTAGO",13,14,33,455.461538461538,"1","13"
1,102614,1.10021864394041,0.017739618644981,0.187738477150977,0.998371176708095,0.0672875387428559,6.12484768579227e-05,3.90523389110682e-05,0.186516030010326,0.25,"Holstein","2003-07-31",2003,"SOUTH AUCKLAND",112,119,1815,1662.85714285714,"1 4 5 6","12 27 67 6"
1,102615,1.11530688102265,0.0290324656796204,0.108629539666413,0.991998257000514,1.2061275508783,0.000286098895643,0.00279756214756386,0.113015970898784,0.75,"Jersey","2003-08-06",2003,"SOUTH AUCKLAND",14,14,24,431,"1","14"
1,102616,0.98332239194806,0.0475110307641975,0.164583038407116,1.31719128406652,0.623145653425417,-0.000736475497320127,0.00137030787326055,0.170175834564144,1,"Jersey","2003-08-06",2003,"SOUTH AUCKLAND",12,12,134,453.333333333333,"1","12"
1,102620,0.938239779943516,0.0362535357015628,0.145014142806251,0.229120968803926,0.95183412743508,0.00160434120167328,0.00215186059060547,0.14720991381886,0.0625,"Holstein","2003-08-08",2003,"SOUTH AUCKLAND",16,16,35,442,"1","16"
1,102622,0.960862035294934,0.0357825338798341,0.13388598220897,0.996359242674542,0.91210013440846,-7.96667046031605e-05,0.00204532757949331,0.139344140192851,1,"Jersey","2003-08-10",2003,"SOUTH AUCKLAND",14,14,38,445.571428571429,"1","14"
1,102626,1.02208891869232,0.0511869721344905,0.204747888537962,-0.470902291559208,0.771720305538464,0.00327994773637572,0.00169223659528427,0.188184299197602,1,"Jersey","2003-08-07",2003,"CANTERBURY",16,16,113,455.1875,"1","16"
1,102630,0.958975588989172,0.0534315293835241,0.185092247236746,2.31783723796729,0.326273528614711,-0.00306394960310738,0.000731726990386807,0.116991681936011,1,"Jersey","2003-08-08",2003,"TARANAKI",12,12,113,443.5,"1","12"
1,102631,1.09989111533114,0.0163870464954763,0.179511100329168,1.17120738108995,0.0458860494433746,-2.87231642346478e-05,1.72806645630182e-05,0.178196130271804,0,"Holstein","2003-08-03",2003,"SOUTH AUCKLAND",120,152,3394,2482.88333333333,"1 4 5 6 7 8 9 10","13 9 14 5 3 61 6 9"
1,102633,0.934628030187256,0.0480158843492025,0.173123733057798,5.19479763618739,1.93326765056043,-0.00923036747966696,0.00418776884632528,0.150598524302497,0,"Holstein","2003-08-02",2003,"SOUTH AUCKLAND",13,13,39,461.538461538462,"1","13"
1,102637,1.17870403745474,0.0640873115184987,0.222004959341068,3.64960962441495,2.23648559097861,-0.00560296051464899,0.00506935446716259,0.219801971924352,0.0625,"Holstein","2003-08-11",2003,"WAIRARAPA",12,12,48,441,"1","12"
1,102642,0.973941825586098,0.0388977696227766,0.123005547908483,0.88205500008075,1.07296203117444,0.00020437461188912,0.00238471809827721,0.130407235891393,0.375,"Mix","2003-08-03",2003,"SOUTH AUCKLAND",10,10,45,449.6,"1","10"
1,102643,1.25109910683726,0.008546132470097,0.195069100788281,1.17076158029243,0.0426159055502972,4.0545973122171e-05,2.10734109885112e-05,0.194564279689011,0,"Holstein","2003-08-16",2003,"SOUTH AUCKLAND",521,744,3003,1981.39347408829,"1 5 6 7 8 9","17 311 144 39 7 3"
1,102662,0.927368189155287,0.0340572137322665,0.117977649097036,2.11902883394937,1.11820150517156,-0.00269048499294996,0.00252347495048214,0.117251103181267,1,"Jersey","2003-08-11",2003,"SOUTH AUCKLAND",12,12,36,442.916666666667,"1","12"
1,102667,1.18671806025621,0.0586016565499272,0.185314709356695,0.0205518885607632,1.45586621446037,0.00239360872679689,0.00298570919207978,0.189106438937131,0,"Holstein","2003-07-06",2003,"SOUTH AUCKLAND",10,10,48,487.2,"1","10"
1,102675,0.918025920422443,0.0384007484843268,0.121433829065731,1.78292947990516,1.66181199917798,-0.00199746780480997,0.00383678787069099,0.126672119542948,0,"Holstein","2003-08-22",2003,"SOUTH AUCKLAND",10,11,40,433,"1","10"
1,102684,0.936978880269562,0.0315220834857123,0.0996815804088307,1.33142436434799,0.583523973847374,-0.000902208335037583,0.00133261055272611,0.102823663766406,0,"Holstein","2003-08-03",2003,"SOUTH AUCKLAND",10,10,63,437.2,"1","10"
1,102691,1.05560016793414,0.0435012167607611,0.15069263524141,3.64399320241706,1.85284101713358,-0.00591407395540651,0.00423237850320249,0.144563247150738,0,"Holstein","2003-08-15",2003,"SOUTH AUCKLAND",12,12,20,437.666666666667,"1","12"
1,102695,1.09088737137607,0.0477406154697277,0.184898608651948,1.04595880814181,1.65979187280625,0.000101955892362181,0.00376486918410621,0.191872942223916,0,"Holstein","2003-08-08",2003,"SOUTH AUCKLAND",15,15,38,440.666666666667,"1","15"
1,102699,1.11368630598765,0.0394546895764827,0.130856401545139,-0.802768303535668,0.975539230548288,0.00440656369246583,0.00224166117125109,0.11537281686203,0.5,"Mix","2003-08-18",2003,"SOUTH AUCKLAND",11,12,43,434.909090909091,"1","11"
1,102700,1.05453671666933,0.0513802694259433,0.177986474304623,0.667393726821553,0.52406456486914,0.000924888687671372,0.00124570684158702,0.181732006618826,0,"Holstein","2003-07-23",2003,"SOUTH AUCKLAND",12,12,105,418.583333333333,"1","12"
1,102701,1.14691544913472,0.0561206401016288,0.202345845498283,-2.32747080401745,2.11512491569925,0.00787842687789608,0.00479472261470216,0.189376369500053,0.0625,"Holstein","2003-08-11",2003,"SOUTH AUCKLAND",13,13,26,441,"1","13"
1,102702,1.00302617055999,0.0313250971317695,0.0990586548623992,0.80128995656991,0.745159565078552,0.000459326534585783,0.00169495722738659,0.104588612660109,0.25,"Holstein","2003-08-17",2003,"SOUTH AUCKLAND",10,10,47,439.2,"1","10"
1,102704,0.878949257473954,0.0348124416134072,0.139249766453629,0.282910825221073,0.934340515535291,0.00132305978302526,0.00207250847256435,0.142084022443059,0,"Holstein","2003-07-31",2003,"SOUTH AUCKLAND",16,16,40,450.5,"1","16"
1,102705,1.09800971568305,0.046871965571085,0.193258064929898,-0.401070326122212,1.57945188630807,0.00344011348686412,0.00362294586605049,0.193854988103575,0,"Holstein","2003-08-18",2003,"SOUTH AUCKLAND",17,17,39,435.764705882353,"1","17"
1,102708,0.877053072752911,0.0472342103391283,0.14936768815112,0.312537185421606,1.83697541678667,0.00129238985194896,0.00420398372988562,0.15750077906704,0.625,"Mix","2003-08-15",2003,"SOUTH AUCKLAND",10,10,40,436.8,"1","10"
1,102714,0.855529243795982,0.0448803526612247,0.141924136601069,0.465485730726238,1.88139508556943,0.000827239688376975,0.00398896286434783,0.150130275875659,0,"Holstein","2003-08-02",2003,"SOUTH AUCKLAND",10,10,46,471.5,"1","10"
1,102717,1.13950900814204,0.0296967186115718,0.118786874446287,1.35815796126302,0.904037533741709,-0.000505692866426072,0.00208966052077511,0.122699734047144,0,"Holstein","2003-08-20",2003,"SOUTH AUCKLAND",16,17,38,432.375,"1","16"
1,102724,1.18758950960722,0.0406862149195998,0.134940909028072,1.35562528656799,0.277454096800065,-0.000421334293724301,0.000687666145423262,0.139363372420139,0,"Holstein","2003-07-17",2003,"SOUTH AUCKLAND",11,11,144,398.818181818182,"1","11"
1,102726,0.963528329451498,0.058452381597504,0.193864617861596,-3.29090879544978,1.13748322861073,0.00946769337930692,0.00252986694422379,0.127815764727012,0,"Holstein","2003-08-24",2003,"SOUTH AUCKLAND",11,11,53,449.363636363636,"1","11"
1,102728,1.03775906898344,0.0532719228062047,0.168460611404276,-1.28807630702531,2.40345684184018,0.00480842542073342,0.00496767050341832,0.169054140860197,0.625,"Mix","2003-06-23",2003,"TARANAKI",10,11,31,483.7,"1","10"
1,102731,0.911826836067699,0.0314847156446622,0.133578335616425,2.29409753661485,0.549740402900717,-0.003198055605379,0.00127030449104805,0.116530003858924,0.625,"Mix","2003-08-09",2003,"SOUTH AUCKLAND",18,18,61,432.222222222222,"1","18"
1,102737,1.02919351163211,0.0620774041808337,0.205887457627065,-0.295586760395458,2.13193320769556,0.00286918349917371,0.00461521391933619,0.21250951919518,1,"Jersey","2003-08-11",2003,"SOUTH AUCKLAND",11,11,51,461.727272727273,"1","11"
1,102742,0.934385835661963,0.0366945846428006,0.155681937802488,5.53519267352994,2.56084969290549,-0.00983545404769877,0.00547400362174142,0.146383404466488,1,"Jersey","2003-07-24",2003,"SOUTH AUCKLAND",18,18,19,467.777777777778,"1","18"
1,102745,0.929389024408658,0.0454550808514729,0.17007733903432,1.24317900508977,0.40205133106558,-0.000694884487430494,0.000884456054594525,0.172637639926638,0.375,"Mix","2003-07-25",2003,"SOUTH AUCKLAND",14,14,127,451.571428571429,"1","14"
1,102747,0.9158591146668,0.0357643888761608,0.118617058758586,2.10741453724669,0.762802301514562,-0.00271875329773465,0.0017388017248835,0.110877508736337,0.5625,"Mix","2003-08-17",2003,"SOUTH AUCKLAND",11,11,59,438.272727272727,"1","11"
1,102750,1.01722057843253,0.0396207502539042,0.137250304947519,1.42575044227831,1.13672997975848,-0.000849187314420483,0.00236129545805488,0.143027403816143,0.3125,"Mix","2003-07-13",2003,"NORTHLAND",12,12,44,481.083333333333,"1","12"
1,102764,1.03784688640698,0.037925238946824,0.173795278223108,0.808386853591254,0.64016483984506,0.000538337692898026,0.00149913677743853,0.177708166335402,0.9375,"Jersey","2003-08-22",2003,"SOUTH AUCKLAND",21,22,106,426.238095238095,"1","21"
1,102765,1.02911663071236,0.0535003068811,0.185330499477184,0.612424535930733,1.53710423952575,0.000910802392965307,0.00335756768273302,0.193665016189634,0.25,"Holstein","2003-08-04",2003,"SOUTH AUCKLAND",12,12,56,457.5,"1","12"
1,102768,0.917149691229547,0.0564868267740449,0.187345610007308,0.205246084569695,0.503225464124634,0.00181104062748806,0.00127283914010688,0.178428754831844,1,"Jersey","2003-08-17",2003,"TARANAKI",11,11,92,393.090909090909,"1","11"
1,102769,0.965052229355876,0.057800109095404,0.182779993747691,-0.621899726501282,1.83046444638885,0.00361081218625064,0.00416274361856853,0.185347299050383,0,"Holstein","2003-08-13",2003,"SOUTH AUCKLAND",10,11,40,439.5,"1","10"
1,102771,0.960357322938601,0.0442088023151803,0.159397103574234,2.21173120850027,3.96374160324928,-0.00284105143421267,0.00899845892106691,0.165735581720658,0.625,"Mix","2003-08-24",2003,"SOUTH AUCKLAND",13,13,13,440.461538461538,"1","13"
1,102773,1.02322872586663,0.0370428440777635,0.12285721497358,-1.03429650692416,1.78538138033528,0.00435329439521037,0.00377670747826612,0.120886822867104,0.3125,"Mix","2003-07-23",2003,"SOUTH AUCKLAND",11,11,35,472.636363636364,"1","11"
1,102780,0.971562011596178,0.0322605617852598,0.102016853838009,-1.40917965793154,1.16773308913912,0.00557289716649748,0.00273268537485631,0.0877698384962906,0,"Holstein","2003-09-11",2003,"SOUTH AUCKLAND",10,10,34,427.2,"1","10"
1,102783,0.998452138873213,0.0634960067139918,0.200792003541558,-1.40711744523364,2.37211106954516,0.0055555879540574,0.00547635990663674,0.200467687890604,0,"Holstein","2003-08-17",2003,"SOUTH AUCKLAND",10,10,35,433,"1","10"
1,102786,0.966223898579578,0.0444995591777413,0.172346051608963,0.881025864236276,0.114717204390579,5.55397877074977e-05,6.87717595318896e-05,0.174527496607991,0.375,"Mix","2003-07-22",2003,"SOUTH AUCKLAND",15,18,1503,1534,"1 5","4 11"
1,102789,0.888627368456611,0.0549475022809098,0.205594727794144,-1.40724452690803,1.09808462936366,0.00550003534139372,0.0026279777750213,0.183157581200518,1,"Jersey","2003-09-07",2003,"SOUTH AUCKLAND",14,14,51,417.428571428571,"1","14"
1,102799,0.95005746609353,0.0663294450542792,0.229771937743719,1.5691109421534,2.66607309393773,-0.00142120560794307,0.00611862297988575,0.240339375649706,0,"Holstein","2003-08-25",2003,"TARANAKI",12,12,23,435.583333333333,"1","12"
1,102802,1.02481572423112,0.0743569888122121,0.235137444598249,-1.19317190415642,3.10030568959252,0.00517013433190568,0.0072246218155054,0.241782091194376,0,"Holstein","2003-08-21",2003,"SOUTH AUCKLAND",10,11,26,429,"1","10"
1,102804,0.971188363525986,0.0496687322711852,0.179083160991051,3.23142471202249,0.991067586461992,-0.00518860542653267,0.00227298180440824,0.154078610099246,0.6875,"Mix","2003-08-31",2003,"WAIRARAPA",13,13,69,435.615384615385,"1","13"
1,102805,1.09068168561474,0.0406442820858373,0.157414627637005,0.997885637631193,0.976934132066973,0.000222106385791152,0.00233610297531143,0.163300114869695,0,"Holstein","2003-09-13",2003,"SOUTH AUCKLAND",15,15,40,417.8,"1","15"
1,102837,0.866843669289831,0.0242675893500045,0.0874980377333449,1.03144573496327,1.08445863270089,-0.000378596400168925,0.00249365163327844,0.0912931173195962,0.25,"Holstein","2003-08-23",2003,"SOUTH AUCKLAND",13,13,22,434.769230769231,"1","13"
1,102847,0.958116017686335,0.0307140530124176,0.144061678297496,0.136310750877283,0.734885554247026,0.00190493265934034,0.00170198331665231,0.143202636822918,1,"Jersey","2003-08-29",2003,"WELLINGTON",22,22,51,431.409090909091,"1","22"
1,102849,0.997374156575024,0.0379540673585379,0.12002129932043,0.854503374417443,0.8466993468866,0.000329575045346209,0.00195096935467982,0.127075367151358,1,"Jersey","2003-08-26",2003,"CENTRAL PLATEAU",10,10,55,433.5,"1","10"
1,102853,1.00828565798411,0.056345411645655,0.218224840938823,0.328744199933891,2.09346443413236,0.00159791846225949,0.00492080479785201,0.225549710119191,0.25,"Holstein","2003-08-29",2003,"SOUTH AUCKLAND",15,15,29,425.266666666667,"1","15"
1,102854,1.04179470275398,0.0253141395294846,0.187734683280692,1.0070962412433,0.0777315267444359,2.27159856102387e-05,4.80726029157276e-05,0.189099568843052,0.375,"Mix","2003-08-01",2003,"SOUTH AUCKLAND",55,64,1512,1527.49090909091,"1 4 5","10 19 26"
1,102861,0.8516861572544,0.0365890669972372,0.126748246081513,-3.22314844245505,1.63088365409135,0.0100945530958946,0.00403948564661855,0.10429907091065,0.6875,"Mix","2003-09-06",2003,"TARANAKI",12,12,20,403.666666666667,"1","12"
1,102867,1.00014885508096,0.0373090069076951,0.153828976267326,2.09709102079199,1.12795159486972,-0.00251219410172269,0.00258179303665197,0.154085300814975,0,"Holstein","2003-08-22",2003,"SOUTH AUCKLAND",17,17,29,436.647058823529,"1","17"
1,102868,0.891560860077906,0.0600864289015628,0.2248228305444,9.99360605068433,6.18978942890203,-0.0220846850378665,0.0150179036597323,0.215397937276077,0,"Holstein","2003-09-13",2003,"SOUTHLAND",14,14,8,412.142857142857,"1","14"
1,102873,1.08870468062318,0.0578904607417073,0.216606270057956,-1.76635869968517,33.5754860894895,0.00624155017556481,0.0734003823836369,0.225383059589114,0,"Holstein","2003-08-01",2003,"SOUTH AUCKLAND",14,14,2,457.428571428571,"1","14"
1,102886,0.955817880615981,0.0452276526288581,0.150003153918453,-2.27883139472974,8.41957891956933,0.00729719893945918,0.0189938284172892,0.156836376363471,0.3125,"Mix","2003-08-14",2003,"SOUTH AUCKLAND",11,11,5,443.272727272727,"1","11"
1,102892,1.09299332966227,0.0362274759283081,0.162014197657868,0.85178880355021,1.17220535544327,0.000585305814394703,0.0028430373264905,0.166258139253182,0,"Holstein","2003-09-20",2003,"SOUTH AUCKLAND",20,20,34,412.1,"1","20"
1,102895,0.997155016232982,0.0450829946519456,0.162549048869059,0.106421168544805,3.3709457454178,0.00214873631841646,0.00813101615643568,0.169240566714135,0,"Holstein","2003-09-10",2003,"SOUTH AUCKLAND",13,13,16,414.538461538462,"1","13"
1,102897,1.00397655389796,0.0393046814497185,0.136155410492445,0.469680814255127,1.11440169197725,0.00126460530092978,0.00263587254619426,0.141185364981256,0,"Holstein","2003-08-31",2003,"SOUTH AUCKLAND",12,13,56,422.5,"1","12"
1,102899,1.10749866608605,0.0103513220250227,0.178991090370583,1.08210728894817,0.0356043220230285,1.25462041135726e-05,1.68314707492212e-05,0.179124695255157,0,"Holstein","2003-10-19",2003,"SOUTH AUCKLAND",299,384,2937,2023.82943143813,"1 4 5 6 7 8 9","15 41 132 33 10 67 1"
1,102906,0.882138781968186,0.0392973749826035,0.124269211010747,1.83276430771576,0.750481497631003,-0.00207424291020637,0.00163542916475323,0.120269109405018,1,"Jersey","2003-08-02",2003,"SOUTH AUCKLAND",10,11,52,458.3,"1","10"
1,102913,0.889924248869813,0.0455766051840124,0.18230642073605,0.553887463193671,0.333497826151983,0.000756520130972039,0.000743776155368218,0.182096754517485,1,"Jersey","2003-07-05",2003,"SOUTH AUCKLAND",16,16,139,444.1875,"1","16"
1,102918,0.949151072266018,0.0479142685169711,0.18557116401194,0.728429770992223,0.780802664096354,0.000388320375217796,0.0013709140748206,0.191984757085697,1,"Jersey","2004-03-17",2004,"SOUTH AUCKLAND",15,16,126,568.4,"1 2","2 13"
