"","(Intercept)","as.Date(sire_birth_date)","kept_markers_adjusted","sire_age_at_collection","I(sire_age_at_collection^2)","sire_breeding_window","sire_jersey_propn","as.Date(sire_birth_date):kept_markers_adjusted","as.Date(sire_birth_date):sire_age_at_collection","as.Date(sire_birth_date):sire_breeding_window","as.Date(sire_birth_date):sire_jersey_propn","kept_markers_adjusted:sire_age_at_collection","kept_markers_adjusted:sire_breeding_window","kept_markers_adjusted:sire_jersey_propn","sire_age_at_collection:sire_breeding_window","sire_age_at_collection:sire_jersey_propn","sire_breeding_window:sire_jersey_propn","df","logLik","AICc","delta","weight"
"37",1.04659971560979,NA,NA,1.62625192673771e-05,NA,NA,-0.0634529932311502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26550.5013781984,-53087.0015596111,0,0.986414916832845
"39",1.03642290680676,NA,4.19506221886667e-05,1.56489986138488e-05,NA,NA,-0.0629508142447576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26547.2072940318,-53078.4130493225,8.58851028855133,0.0134613407600649
"38",0.976084704421049,5.47289630678869e-06,NA,1.73422374851134e-05,NA,NA,-0.0634305469572199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26541.8322225938,-53067.6629064466,19.3386531644501,6.2333921937639e-05
"16421",1.04877612934485,NA,NA,1.25989262726337e-05,NA,NA,-0.0694633876146739,NA,NA,NA,NA,NA,NA,NA,NA,9.0800432410984e-06,NA,8,26541.5006337453,-53066.9997287496,20.0018308614453,4.47421908118099e-05
"4135",1.0437219975308,NA,1.47442694010842e-05,1.56784754114287e-05,NA,NA,-0.0817053995698026,NA,NA,NA,NA,NA,NA,7.37394988421503e-05,NA,NA,NA,9,26541.1660271612,-53064.3301308755,22.6714287355207,1.17766409082212e-05
"53",1.04585780955794,NA,NA,1.60160757593915e-05,NA,1.66890418195579e-06,-0.0634232983679369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26538.9420380154,-53061.8825372899,25.1190223212107,3.46364392572274e-06
"16423",1.03863981531095,NA,4.21975523981824e-05,1.19206008180984e-05,NA,NA,-0.0690544797598533,NA,NA,NA,NA,NA,NA,NA,NA,9.22589335999283e-06,NA,9,26538.2879779001,-53058.5740323533,28.4275272577215,6.62369795425581e-07
"40",0.972240031928524,4.96289292115818e-06,4.02503607327864e-05,1.66680075012218e-05,NA,NA,-0.062462003347866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26537.9690466616,-53057.9361698764,29.0653897346856,4.81493515980685e-07
"41",1.05601312846637,NA,NA,NA,4.66401375443075e-09,NA,-0.0638772555261975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26534.563241495,-53055.1252862041,31.8762734069314,1.1809045855853e-07
"1063",1.04968068880936,NA,-2.63635898391044e-06,6.7393950466863e-07,NA,NA,-0.0630788412149837,NA,NA,NA,NA,5.2838123338176e-08,NA,NA,NA,NA,NA,9,26536.0616077974,-53054.121292148,32.8802674630206,7.14825883660673e-08
"55",1.03507897742158,NA,4.19144424523457e-05,1.53942709077125e-05,NA,1.58799748641659e-06,-0.0623779107946129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26535.6495232436,-53053.2971230403,33.7044365707698,4.73406505852223e-08
"550",1.03856090491601,8.11160836636579e-07,NA,1.73204720820718e-05,NA,NA,-0.186150119965789,NA,NA,NA,9.14417368415753e-06,NA,NA,NA,NA,NA,NA,9,26535.2313144259,-53052.460705405,34.5408542060613,3.11607886124216e-08
"45",1.04273282023932,NA,NA,2.45105413343774e-05,-2.8008957035151e-09,NA,-0.0635014368109034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26532.4505919949,-53048.8996452488,38.1019143622179,5.25211289111178e-09
"16422",0.975172170045571,5.73013957050322e-06,NA,1.34765386472902e-05,NA,NA,-0.0698385382481793,NA,NA,NA,NA,NA,NA,NA,NA,9.70014939308276e-06,NA,9,26533.180567915,-53048.3592123832,38.6423472278984,4.00848762076422e-09
"43",1.04439959965159,NA,4.35247498861914e-05,NA,4.47861055748826e-09,NA,-0.0627829117723258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26531.8506373418,-53047.6997359425,39.3018236685748,2.882551380301e-09
"4136",0.979955421242049,4.92688483811483e-06,1.32295989028776e-05,1.66899673465465e-05,NA,NA,-0.0810970055641319,NA,NA,NA,NA,NA,NA,7.32666726312896e-05,NA,NA,NA,10,26531.8826683213,-53043.762985738,43.2385738730591,4.02645279524134e-10
"20519",1.04456314071157,NA,1.65560217466183e-05,1.22304759657844e-05,NA,NA,-0.0856715201669254,NA,NA,NA,NA,NA,NA,6.94226993359576e-05,NA,8.4842866021605e-06,NA,10,26531.8472270096,-53043.6921031147,43.309456496354,3.886249201862e-10
"54",0.969674183756449,5.86678238055705e-06,NA,1.68791379183598e-05,NA,3.37969749792104e-06,-0.0633240636601615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26530.6535994143,-53043.3052753818,43.6962842292196,3.2028166013302e-10
"552",1.0354174015801,2.36682538339972e-07,4.07486803402426e-05,1.66407689201893e-05,NA,NA,-0.187032830708011,NA,NA,NA,9.28186705914108e-06,NA,NA,NA,NA,NA,NA,10,26531.5321016136,-53043.0618523226,43.939707288424,2.8357858115629e-10
"16437",1.04802411741633,NA,NA,1.23515128371474e-05,NA,1.67488103436453e-06,-0.0694348046939172,NA,NA,NA,NA,NA,NA,NA,NA,9.08340117458006e-06,NA,9,26529.9428333526,-53041.8837432583,45.1178163527293,1.57344038326936e-10
"5159",1.05770121035238,NA,-3.24032944052077e-05,2.76541746583461e-07,NA,NA,-0.082722727276706,NA,NA,NA,NA,5.4350761612325e-08,NA,7.72190529786017e-05,NA,NA,NA,10,26530.3577786185,-53040.7132063324,46.2883532786873,8.76337564955366e-11
"47",1.03275300677701,NA,4.17559690453733e-05,2.36323995743093e-05,-2.71212004332388e-09,NA,-0.063003115995283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26529.0864237202,-53040.1709239937,46.8306356173998,6.68215145293825e-11
"16934",1.05752223778702,-2.99451302467873e-07,NA,1.13909565879192e-05,NA,NA,-0.236775447631373,NA,NA,NA,1.21701860532393e-05,NA,NA,NA,NA,1.48900752328424e-05,NA,10,26529.9062651842,-53039.8101794639,47.1913801471601,5.57932468350077e-11
"4151",1.04301571983495,NA,1.46614283728037e-05,1.54263865140157e-05,NA,1.68484521576015e-06,-0.0817076164816033,NA,NA,NA,NA,NA,NA,7.38737883514341e-05,NA,NA,NA,10,26529.6083682116,-53039.2143855186,47.7871740925038,4.14196690125148e-11
"16424",0.971336228260212,5.2180796110589e-06,4.04187530153212e-05,1.27611130790069e-05,NA,NA,-0.0689287174190416,NA,NA,NA,NA,NA,NA,NA,NA,9.79510333478111e-06,NA,10,26529.3732470127,-53038.7441431209,48.2574164901744,3.27412144850242e-11
"32821",1.04534833061648,NA,NA,1.6030276452281e-05,NA,3.28528789795188e-06,-0.0618471621676304,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.30950286900234e-06,9,26528.1993200493,-53038.3967166517,48.6048429593648,2.75202316762653e-11
"2103",1.04844751051562,NA,-1.20155889053044e-06,1.43329633299958e-05,NA,-1.31110787994792e-05,-0.0632777511305479,NA,NA,NA,NA,NA,5.65204285849199e-08,NA,NA,NA,NA,10,26528.7934600573,-53037.58456921,49.4169904010414,1.83356584058489e-11
"33",1.06152064800348,NA,NA,NA,NA,NA,-0.063263737323121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,26524.5786100999,-53037.15632262,49.8452369910301,1.48014391464259e-11
"17447",1.05385191315807,NA,-7.17854595841639e-06,-5.52807392116346e-06,NA,NA,-0.0705775145394849,NA,NA,NA,NA,5.85827826823595e-08,NA,NA,NA,1.13121585736376e-05,NA,10,26528.3787287551,-53036.7551066056,50.2464530054422,1.21110275879331e-11
"35",1.04774598191712,NA,4.98043049131995e-05,NA,NA,NA,-0.0620164501439031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26524.3350792673,-53034.6689617489,52.332597862187,4.26756744581463e-12
"4139",1.05171460970884,NA,1.62863195068092e-05,NA,4.49025006564858e-09,NA,-0.081558383745325,NA,NA,NA,NA,NA,NA,7.3820192371073e-05,NA,NA,NA,9,26525.8166179399,-53033.6313124331,53.3702471779907,2.54014031640991e-12
"56",0.966233882788548,5.3342098063386e-06,4.00952975924694e-05,1.62334625500946e-05,NA,3.19087224044099e-06,-0.0623647899770681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26526.7379298296,-53033.4735087546,53.5280508564465,2.34742147945121e-12
"16439",1.03794949081224,NA,4.21645096820655e-05,1.16828699117136e-05,NA,1.5953576721047e-06,-0.0690249323544696,NA,NA,NA,NA,NA,NA,NA,NA,9.22820420205085e-06,NA,10,26526.718780415,-53033.4352099254,53.5663496857014,2.30289739785915e-12
"42",1.00084542553442,4.19157556917349e-06,NA,NA,4.89101749345383e-09,NA,-0.0628726922231847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26524.5529548891,-53033.1043710371,53.897188573952,1.95179336482776e-12
"1064",0.989979196522724,4.49808970436185e-06,-2.38654012898281e-06,2.20187945250641e-06,NA,NA,-0.0620940910437141,NA,NA,NA,NA,5.07150757994017e-08,NA,NA,NA,NA,NA,10,26526.3062158195,-53032.6100807344,54.391478876656,1.52440393727943e-12
"104",0.871488388694127,1.20692460447352e-05,0.000444698663956879,1.64011517295268e-05,NA,NA,-0.0616172382041456,-2.85977931305425e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26525.6251463712,-53031.2479418379,55.753617773189,7.71463456272546e-13
"57",1.05409629167282,NA,NA,NA,4.51003629752746e-09,3.83071907821987e-06,-0.0638116676044854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26523.5213562419,-53031.0411737427,55.9603858683695,6.95690763286388e-13
"16936",1.05458958504706,-8.9440127026271e-07,4.1166412270718e-05,1.06364425111454e-05,NA,NA,-0.238252748018037,NA,NA,NA,1.23444071445419e-05,NA,NA,NA,NA,1.50598144563423e-05,NA,11,26526.3471997415,-53030.6915783675,56.3099812436121,5.84120658411576e-13
"46",0.967263395908874,5.82141427001993e-06,NA,2.69431113792856e-05,-3.25077580933696e-09,NA,-0.0634558611391667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26524.1759563836,-53030.3499893204,56.6515702906763,4.92410660828849e-13
"32823",1.03524204543877,NA,4.18916801713518e-05,1.54267714162454e-05,NA,3.20287117300011e-06,-0.0613558396182279,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.28707279041766e-06,10,26524.8919260095,-53029.7815011144,57.2200584966486,3.7057985028001e-13
"1079",1.04893867999624,NA,-2.90474083850058e-06,2.97995506248355e-07,NA,1.95676069345083e-06,-0.0630427430265247,NA,NA,NA,NA,5.31159453345833e-08,NA,NA,NA,NA,NA,10,26524.5475915866,-53029.0928322686,57.9087273425102,2.62626932859586e-13
"16429",1.045197187999,NA,NA,2.01702950810697e-05,-2.51665928725096e-09,NA,-0.0692446180070134,NA,NA,NA,NA,NA,NA,NA,NA,8.68570685279672e-06,NA,9,26523.2285691354,-53028.4552148241,58.5463447869988,1.90933613945478e-13
"566",1.03202637973297,1.21190634424334e-06,NA,1.68478972128788e-05,NA,3.4470552290615e-06,-0.186297447240957,NA,NA,NA,9.16218274374188e-06,NA,NA,NA,NA,NA,NA,10,26524.0722369941,-53028.1421230837,58.8594365273966,1.63265861864377e-13
"4648",1.03812011022925,5.0899772005681e-07,1.65940047517655e-05,1.66603462240786e-05,NA,NA,-0.195527936649084,NA,NA,NA,8.67792570095622e-06,NA,NA,6.54066618663308e-05,NA,NA,NA,11,26524.7197125032,-53027.4366038908,59.5649557202705,1.14734450258428e-13
"166",0.975720302195426,5.49917566833056e-06,NA,1.76800599328385e-05,NA,NA,-0.0634328503750829,NA,-2.64490394904001e-11,NA,NA,NA,NA,NA,NA,NA,NA,9,26522.2538333047,-53026.5057431625,60.4958164485724,7.20377268546687e-14
"4143",1.04006640771024,NA,1.46199718550702e-05,2.35946108565238e-05,-2.68941408902769e-09,NA,-0.0817107407664351,NA,NA,NA,NA,NA,NA,7.35544884141903e-05,NA,NA,NA,10,26523.0274245627,-53026.0524982208,60.9490613902963,5.74300390603863e-14
"6199",1.05649221088373,NA,-3.39964920655238e-05,1.42830579344717e-05,NA,-1.37129444820639e-05,-0.0839762759455028,NA,NA,NA,NA,NA,5.92158110525023e-08,8.32849809151636e-05,NA,NA,NA,11,26523.7364296297,-53025.4700381438,61.53152146723,4.29199802046845e-14
"44",0.995672771108971,3.7121084975842e-06,4.22734115717202e-05,NA,4.68935489791712e-09,NA,-0.0618634436480353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26521.3848448079,-53024.767766169,62.2337934420211,3.02108602043557e-14
"16438",0.96863598530055,6.13222365879431e-06,NA,1.2988428116968e-05,NA,3.45508419447734e-06,-0.0697540771686734,NA,NA,NA,NA,NA,NA,NA,NA,9.73746644724838e-06,NA,10,26522.0237745022,-53024.0451980999,62.9563615111765,2.10503552100963e-14
"20520",0.97863277600797,5.16566624590018e-06,1.50575988043259e-05,1.30776281686529e-05,NA,NA,-0.0859192424882464,NA,NA,NA,NA,NA,NA,6.87319541517135e-05,NA,9.05319324811467e-06,NA,11,26522.8546224105,-53023.7064237053,63.295135905777,1.77703304381434e-14
"61",1.04231955528165,NA,NA,2.41541855832822e-05,-2.73476308643776e-09,1.10980630445009e-06,-0.0634801768804579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26520.8316682252,-53023.6614130035,63.3401466075229,1.73748696002605e-14
"59",1.04261704849926,NA,4.33978961322665e-05,NA,4.32939449880706e-09,3.68447743499942e-06,-0.0627227867366286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26520.7607126241,-53023.5195018014,63.4820578096696,1.61847474827929e-14
"8245",1.04715959282159,NA,NA,1.4102921538297e-05,NA,1.05044798384779e-06,-0.0633857115186123,NA,NA,NA,NA,NA,NA,NA,1.00565090419698e-09,NA,NA,9,26520.1832579482,-53022.3645924496,64.6369671614666,9.08490831084273e-15
"21543",1.06108807896674,NA,-3.4744696910386e-05,-5.49528227388719e-06,NA,NA,-0.0884742030849316,NA,NA,NA,NA,5.96249583748088e-08,NA,7.22774104282208e-05,NA,1.05722635223298e-05,NA,11,26522.1816565027,-53022.3604918898,64.641067721248,9.0663007878577e-15
"48",0.963749664179311,5.30281432503488e-06,3.9951180394513e-05,2.59561118185238e-05,-3.14315793320662e-09,NA,-0.0624930082846961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26520.2131703461,-53020.4239897876,66.5775698235157,3.44289703535017e-15
"4131",1.05484489700128,NA,2.31778666968041e-05,NA,NA,NA,-0.0803748697849686,NA,NA,NA,NA,NA,NA,7.21966441287459e-05,NA,NA,NA,8,26518.1459067736,-53020.2902748063,66.7112848047982,3.22023966774787e-15
"49205",1.04723165057405,NA,NA,1.15546214738489e-05,NA,5.77630835180859e-06,-0.0667987173706251,NA,NA,NA,NA,NA,NA,NA,NA,1.11421458413708e-05,-1.09334669681295e-05,10,26520.0999759624,-53020.1976010203,66.8039585907463,3.07442808330118e-15
"49",1.05673309311486,NA,NA,NA,NA,9.29323170903407e-06,-0.0631421188859707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26516.9671226276,-53019.9330484695,67.0685111415805,2.6935031143193e-15
"16431",1.035265164041,NA,4.20125771730796e-05,1.92036106459583e-05,-2.42146304606754e-09,NA,-0.0688503728695194,NA,NA,NA,NA,NA,NA,NA,NA,8.84472127122635e-06,NA,10,26519.9487799503,-53019.8952089961,67.1063506149731,2.6430217970549e-15
"32822",0.969978900315926,5.81202333624958e-06,NA,1.68844703816326e-05,NA,4.61451695845596e-06,-0.0621172960430825,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.31530574430796e-06,10,26519.8369374611,-53019.6715240175,67.3300355935207,2.3633506838722e-15
"4152",0.973829519550484,5.30685793200707e-06,1.29870401146038e-05,1.62443011626292e-05,NA,3.26915434439806e-06,-0.0810550699112763,NA,NA,NA,NA,NA,NA,7.34932116906169e-05,NA,NA,NA,11,26520.6728983135,-53019.3429755115,67.6585840996122,2.00532499593196e-15
"5160",0.998533817132895,4.44682761107558e-06,-3.19128729469589e-05,1.79124919778366e-06,NA,NA,-0.0815784175960479,NA,NA,NA,NA,5.22381217240204e-08,NA,7.65814831254304e-05,NA,NA,NA,11,26520.5390190816,-53019.0752170476,67.9263425634854,1.75404913806952e-15
"568",1.02930877592706,6.13910356847728e-07,4.05949143206229e-05,1.61959945077314e-05,NA,3.26321086901118e-06,-0.18718795676133,NA,NA,NA,9.29968758467078e-06,NA,NA,NA,NA,NA,NA,11,26520.3199180479,-53018.6370149802,68.3645446308292,1.40892341142296e-15
"20535",1.04462860755955,NA,1.64512501194058e-05,1.19995488365532e-05,NA,1.68164461095556e-06,-0.0862389941868741,NA,NA,NA,NA,NA,NA,6.96361968546269e-05,NA,8.47933490626057e-06,NA,11,26520.2807004912,-53018.5585798667,68.4429797443663,1.35473832551375e-15
"18487",1.05105625456427,NA,-1.73346602532011e-06,1.0318199464936e-05,NA,-1.33827850450205e-05,-0.0698224631843441,NA,NA,NA,NA,NA,5.75646765252408e-08,NA,NA,9.88432516780524e-06,NA,11,26520.2525301591,-53018.5022392025,68.499320408584,1.3171074229967e-15
"554",1.06319257907028,-3.93878045076266e-07,NA,NA,4.88644587015276e-09,NA,-0.185151309887664,NA,NA,NA,9.0693127891993e-06,NA,NA,NA,NA,NA,NA,9,26517.904388008,-53017.8068525692,69.1947070418464,9.30293332980178e-16
"2104",0.980739540588257,5.10438201066375e-06,-2.45824722333097e-06,1.51266105158631e-05,NA,-1.13819884178127e-05,-0.0622382727044549,NA,NA,NA,NA,NA,5.59036608457137e-08,NA,NA,NA,NA,11,26519.6339561318,-53017.2650911479,69.7364684631393,7.09541677946241e-16
"1576",1.05114940375746,-3.95118176018803e-08,-6.11333788228103e-07,2.64462582633664e-06,NA,NA,-0.183410760334896,NA,NA,NA,8.99919552296751e-06,4.91562935564577e-08,NA,NA,NA,NA,NA,11,26519.5707875011,-53017.1387538865,69.8628057245805,6.66107192210882e-16
"51",1.04339883411374,NA,4.90675517303549e-05,NA,NA,8.93063606078844e-06,-0.0619218976249707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26516.4140010082,-53016.8264632754,70.1750963356244,5.69811327320234e-16
"168",0.968724214643464,5.21932861319968e-06,4.03150102856429e-05,1.92139428077726e-05,NA,NA,-0.0624705417478078,NA,-1.98819516155183e-10,NA,NA,NA,NA,NA,NA,NA,NA,10,26518.4034958796,-53016.8046408547,70.1969187563373,5.63627792337861e-16
"17448",0.990830770884911,4.76058643004521e-06,-7.10144284939613e-06,-4.15541231195631e-06,NA,NA,-0.0698803238700102,NA,NA,NA,NA,5.6563605112532e-08,NA,NA,NA,1.17675028667339e-05,NA,11,26518.9307306895,-53015.8586402634,71.1429193476579,3.51213322517341e-16
"36919",1.04250896487439,NA,1.45254516383403e-05,1.54432814728733e-05,NA,3.41474158028534e-06,-0.0801011419731242,NA,NA,NA,NA,NA,NA,7.41632082565115e-05,NA,NA,-4.60585050261527e-06,11,26518.8900791127,-53015.7773371099,71.2242225012014,3.37222253377243e-16
"5175",1.05622037055193,NA,-3.27889916414837e-05,-1.54725702364027e-07,NA,2.05969953162513e-06,-0.0821975986130271,NA,NA,NA,NA,5.47054171169924e-08,NA,7.73384101964567e-05,NA,NA,NA,11,26518.8810630707,-53015.7593050258,71.2422545852241,3.34195508506484e-16
"1071",1.04614145151954,NA,-2.30113194575141e-06,8.2756413677245e-06,-2.52618731024765e-09,NA,-0.0631274722667938,NA,NA,NA,NA,5.22332855094935e-08,NA,NA,NA,NA,NA,10,26517.7999709769,-53015.5975910492,71.4039685618773,3.08237068000779e-16
"16950",1.05079278048142,1.13403560854614e-07,NA,1.0875931026248e-05,NA,3.5920499742178e-06,-0.237115891580664,NA,NA,NA,1.22001735923846e-05,NA,NA,NA,NA,1.49439638234909e-05,NA,11,26518.790732314,-53015.5786435125,71.4229160986142,3.05330690328196e-16
"4200",0.885813125748906,1.14956448480372e-05,0.000390303333713924,1.64386824322361e-05,NA,NA,-0.0779795249151871,-2.64270192862356e-08,NA,NA,NA,NA,NA,6.4245032401881e-05,NA,NA,NA,11,26518.7084235439,-53015.4140259722,71.5875336388708,2.81205761783306e-16
"558",1.02990277988996,1.14133465122805e-06,NA,2.70924201836966e-05,-3.30824506389165e-09,NA,-0.186857791883838,NA,NA,NA,9.19479374261492e-06,NA,NA,NA,NA,NA,NA,10,26517.6293083032,-53015.2562657017,71.7452939093273,2.5987649904219e-16
"63",1.03238261919089,NA,4.17375498485744e-05,2.32924418854052e-05,-2.64897157070112e-09,1.04535712493711e-06,-0.0629826070607318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26517.4612654229,-53014.9201799413,72.0813796697694,2.19678174959074e-16
"616",0.938405756093103,7.15764673312085e-06,0.000409986446357618,1.6423143738897e-05,NA,NA,-0.17618315830444,-2.61119839437134e-08,NA,NA,8.49628601541654e-06,NA,NA,NA,NA,NA,NA,11,26518.304988663,-53014.6071562104,72.3944034007145,1.87851502198889e-16
"16440",0.965205258010537,5.59754839617037e-06,4.02602080074423e-05,1.23028293227034e-05,NA,3.26537794110893e-06,-0.0688518753784846,NA,NA,NA,NA,NA,NA,NA,NA,9.8297430357808e-06,NA,11,26518.1625640993,-53014.322307083,72.6792525280325,1.62914773992891e-16
"34871",1.04809868153716,NA,-1.04004227325024e-06,1.43472335797038e-05,NA,-1.21029917776908e-05,-0.0623569746516557,NA,NA,NA,NA,NA,5.62873939346054e-08,NA,NA,NA,-2.52117371148445e-06,11,26517.9337716098,-53013.864722104,73.1368375071033,1.29597658366295e-16
"8247",1.03680075736129,NA,4.18527771255397e-05,1.38564746819377e-05,NA,1.09477985324167e-06,-0.0628868818078348,NA,NA,NA,NA,NA,NA,NA,8.19278733464148e-10,NA,NA,10,26516.8528420107,-53013.7033331168,73.2982264942329,1.1955066088911e-16
"21032",1.05574588631121,-5.95102635749388e-07,2.05867443463058e-05,1.10096198295209e-05,NA,NA,-0.242440052036433,NA,NA,NA,1.16485833352134e-05,NA,NA,5.56586070096151e-05,NA,1.41657560353177e-05,NA,12,26518.75786273,-53013.5123913786,73.4891682324451,1.08664956291153e-16
"16488",0.869297450555806,1.24853818901798e-05,0.000450750151756,1.23935921791535e-05,NA,NA,-0.0688009239540873,-2.9014120470247e-08,NA,NA,NA,NA,NA,NA,NA,1.0108620988795e-05,NA,11,26517.2203759885,-53012.4379308614,74.56362874966,6.34999484644793e-17
"17463",1.05238396093165,NA,-7.51010818216486e-06,-5.95018263770445e-06,NA,1.99073559914144e-06,-0.0700379672943279,NA,NA,NA,NA,5.8925951978804e-08,NA,NA,NA,1.13298380416474e-05,NA,11,26516.901259573,-53011.7996980304,75.2018615806446,4.61511868951535e-17
"49207",1.0371811907272,NA,4.21517301647103e-05,1.08814225655063e-05,NA,5.72798512575439e-06,-0.0663870913582998,NA,NA,NA,NA,NA,NA,NA,NA,1.13053452889021e-05,-1.10092047493657e-05,11,26516.8911484229,-53011.7794757301,75.2220838809226,4.56868965257485e-17
"310",0.907865113669423,1.03663802781989e-05,NA,1.6785206464411e-05,NA,8.00142988692229e-05,-0.0637676611883055,NA,NA,-5.94746631898834e-09,NA,NA,NA,NA,NA,NA,NA,10,26515.8385605767,-53011.6747702489,75.3267893622105,4.3356593378028e-17
"678",1.03636353835853,9.72108717184092e-07,NA,1.89575101393082e-05,NA,NA,-0.1862972667131,NA,-1.27764551701354e-10,NA,9.15476485922965e-06,NA,NA,NA,NA,NA,NA,10,26515.6623008955,-53011.3222508865,75.679308724546,3.63501782205895e-17
"34",1.04703999805244,1.1119468989672e-06,NA,NA,NA,NA,-0.0631357316282471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26512.4702696981,-53010.9393426103,76.0622170007191,3.00164321123039e-17
"4140",1.00333752363809,3.67665597814472e-06,1.52076010442576e-05,NA,4.69884362327024e-09,NA,-0.0805266579730302,NA,NA,NA,NA,NA,NA,7.33769715303619e-05,NA,NA,NA,10,26515.3087601345,-53010.6151693645,76.38639024656,2.55249995358165e-17
"16430",0.967172937969576,6.03608113749275e-06,NA,2.24073826432782e-05,-2.96492222324737e-09,NA,-0.0695716752218349,NA,NA,NA,NA,NA,NA,NA,NA,9.26243610429805e-06,NA,10,26515.264016557,-53010.5256822095,76.4758774015354,2.44080932622489e-17
"2099",1.05774451342706,NA,-2.97689790482834e-06,NA,NA,-9.19215714122763e-06,-0.0624349576386856,NA,NA,NA,NA,NA,6.74220599359249e-08,NA,NA,NA,NA,9,26514.1928320962,-53010.3837407456,76.6178188654303,2.27358741583027e-17
"58",0.988979288692375,4.91031581547675e-06,NA,NA,4.69772058876441e-09,5.48499542398258e-06,-0.0627192958203771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26514.1813590483,-53010.3607946498,76.6407649613102,2.24765150488412e-17
"32824",0.966534816360088,5.28019975055002e-06,4.00897380557519e-05,1.62388435223572e-05,NA,4.41282411371177e-06,-0.0611711053130709,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28068063497482e-06,11,26515.9193758177,-53009.8359305197,77.1656290913888,1.7288454753791e-17
"556",1.05882923441566,-9.43397053766671e-07,4.27597253778619e-05,NA,4.68299200129054e-09,NA,-0.186094167165496,NA,NA,NA,9.21511138523536e-06,NA,NA,NA,NA,NA,NA,10,26514.9041967598,-53009.806042615,77.1955169960274,1.70320177735895e-17
"4155",1.04917632123853,NA,1.60590524153258e-05,NA,4.33187383129932e-09,3.76913507661537e-06,-0.0810374604097034,NA,NA,NA,NA,NA,NA,7.40627742626038e-05,NA,NA,NA,10,26514.7729596399,-53009.5435683752,77.4579912358677,1.49372463861041e-17
"2107",1.05520540382715,NA,-1.25066516872037e-06,NA,3.99856997451188e-09,-1.16231276267216e-05,-0.0631039078402151,NA,NA,NA,NA,NA,5.84082836083255e-08,NA,NA,NA,NA,10,26514.6448106867,-53009.2872704688,77.71428914227,1.31406292233586e-17
"1080",0.983484139724379,4.90558983690146e-06,-2.85216134123712e-06,1.63155524042728e-06,NA,3.45197903982493e-06,-0.062004503734031,NA,NA,NA,NA,5.10730578396928e-08,NA,NA,NA,NA,NA,11,26515.1485579726,-53008.2942948295,78.7072647815585,7.99823648789184e-18
"36",1.03848595445596,7.15009655282186e-07,4.95928164593721e-05,NA,NA,NA,-0.0619375596799805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26512.1214459064,-53008.2413530717,78.760206539373,7.78929378731133e-18
"17960",1.07539284198849,-1.36488575745316e-06,-6.77617439789709e-06,-6.41103297694722e-06,NA,NA,-0.240903501961384,NA,NA,NA,1.24260534678652e-05,5.70477006470977e-08,NA,NA,NA,1.70785098911049e-05,NA,12,26516.0551042,-53008.1068743187,78.8946852923473,7.28276663992919e-18
"32825",1.0530435715667,NA,NA,NA,4.5059371191836e-09,5.22227140601654e-06,-0.0619256287798206,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.71173312759821e-06,9,26512.7566155356,-53007.5113076244,79.4902519866664,5.40717878763977e-18
"16550",0.978846751983887,5.46060466086879e-06,NA,1.09606277223535e-05,NA,NA,-0.0698586634985573,NA,1.94822519695145e-10,NA,NA,NA,NA,NA,NA,9.74414520635867e-06,NA,10,26513.6155562043,-53007.2287615041,79.7727981069329,4.69479484715478e-18
