"","(Intercept)","as.Date(sire_birth_date)","kept_markers_adjusted","sire_age_at_collection","I(sire_age_at_collection^2)","sire_breeding_window","sire_jersey_propn","as.Date(sire_birth_date):kept_markers_adjusted","as.Date(sire_birth_date):sire_age_at_collection","as.Date(sire_birth_date):sire_breeding_window","as.Date(sire_birth_date):sire_jersey_propn","kept_markers_adjusted:sire_age_at_collection","kept_markers_adjusted:sire_breeding_window","kept_markers_adjusted:sire_jersey_propn","sire_age_at_collection:sire_breeding_window","sire_age_at_collection:sire_jersey_propn","sire_breeding_window:sire_jersey_propn","df","logLik","AICc","delta","weight"
"60032",1.03674610048334,1.00744552073674e-06,9.45648209922869e-05,1.45244707327504e-05,-3.14547392905773e-09,-1.16298936116175e-05,-0.233837293886369,-6.54439780535207e-09,NA,NA,1.19744806862627e-05,NA,5.07842832366496e-08,NA,1.94757932049933e-09,1.56818727490081e-05,-2.39772419582223e-07,17,26443.4064474673,-52852.8063546563,234.195204954769,1.37789787741089e-51
"51968",0.988449978553261,4.35819612697011e-06,9.9767543001436e-05,4.78073350373991e-05,-4.25787912833765e-09,-1.09194633754661e-05,-0.232660340032194,-6.93454012035609e-09,-2.01068111198661e-09,NA,1.19120282429155e-05,NA,5.19572702060989e-08,NA,NA,1.4495334385157e-05,-8.15995875940182e-08,17,26443.3153728369,-52852.6242053955,234.377354215576,1.25795128097173e-51
"48704",1.04291755429012,8.12972202516282e-07,-2.71542588151342e-05,2.65893692474954e-05,-3.0744353000527e-09,-1.64476485224869e-05,-0.207065096954793,NA,NA,NA,9.17446889398128e-06,-1.03489579067255e-08,6.41266515796732e-08,7.41680159164548e-05,2.54618979456414e-10,NA,6.06748162219293e-06,17,26443.2740723241,-52852.54160437,234.459955241102,1.20705549344162e-51
"44352",0.891663412890307,1.12073404821143e-05,-1.70049453552099e-06,2.92777046512831e-05,-2.5745247790784e-09,8.06945155364996e-05,-0.0622281688225918,NA,NA,-7.13221280748252e-09,NA,-7.84483468653021e-09,6.35763099623185e-08,NA,-2.3312341485222e-09,NA,-3.17962643480261e-06,16,26442.2520740441,-52852.4983345697,234.503225041401,1.18122143467596e-51
"36344",0.867038851707534,1.30568883323032e-05,0.000197064010115691,1.39707880771948e-05,NA,7.63860739412578e-05,-0.062154664970019,-1.3127170748943e-08,5.2844176477091e-10,-6.83967463305769e-09,NA,-2.0596763568469e-08,6.04439838894307e-08,NA,NA,NA,-2.4445900757385e-06,16,26442.1525961809,-52852.2993788431,234.702180767927,1.06937156551648e-51
"40696",1.02527183605864,2.28438351447026e-06,2.58101513728369e-05,2.46938239653814e-05,NA,-1.49646165570501e-05,-0.205971466838386,-3.58113632909639e-09,-5.53531614683783e-10,NA,9.12050415034583e-06,-9.1608600993525e-09,6.10471453407004e-08,7.27475571596621e-05,NA,NA,6.29719815356435e-06,17,26443.1254578372,-52852.2443753962,234.757184214868,1.04036272929723e-51
"39680",0.980800546179782,5.26283986009073e-06,1.74569736165843e-05,6.30278791508966e-05,-5.04938616140284e-09,-1.45412574910548e-05,-0.20711900734973,-3.27020981852599e-09,-2.5665507183695e-09,NA,9.19727640984308e-06,NA,5.67356254175736e-08,7.20828704448107e-05,NA,NA,5.71471710299127e-06,17,26443.0963394817,-52852.1861386851,234.815420925996,1.01050587818603e-51
"41728",0.879462919854397,1.11322683732108e-05,0.000430252946158519,6.23071475882011e-05,-5.65602009013506e-09,-7.51028480353987e-07,-0.190017057268456,-2.75306143523501e-08,-2.51516374663515e-09,NA,9.35107414402002e-06,NA,NA,NA,1.43367593808025e-09,NA,5.32794665630354e-06,16,26442.0173715771,-52852.0289296356,234.972629975477,9.34117122503097e-52
"13696",0.855274460718729,1.41457959023888e-05,0.000174283565081925,1.63706909310729e-05,-2.52681016233891e-09,9.07737254902272e-05,-0.0810252391199272,-1.36551502186979e-08,NA,-6.71029876042338e-09,NA,3.88239550527007e-08,NA,7.12453006356239e-05,-2.03026628079938e-09,NA,NA,16,26441.9906452888,-52851.9754770591,235.02608255198,9.09482304015022e-52
"45312",0.828303926968022,1.53107142325594e-05,0.000407176164757488,5.87782598073969e-05,-5.48115476319363e-09,2.32333826546414e-06,-0.0772717732000255,-2.76024167686633e-08,-2.29448739700574e-09,NA,NA,NA,NA,6.37234093491268e-05,1.54545820375623e-09,NA,-3.11813750111469e-06,16,26441.988689496,-52851.9715654734,235.029994137702,9.07705283326413e-52
"30400",1.01826854941481,3.06821081599199e-06,-3.26686500289481e-05,3.95836780676271e-05,-5.38292171016432e-09,8.73970178710184e-07,-0.246130887655243,NA,-2.88283514491564e-09,NA,1.17470965256697e-05,6.2347802871084e-08,NA,5.86235648243748e-05,2.88544143153595e-09,1.5729789076359e-05,NA,17,26442.9503222693,-52851.8941042603,235.107455350808,8.73221408376923e-52
"64632",0.969787005961065,6.57465607864873e-06,3.9981771663647e-05,1.12972601532019e-05,NA,-7.68963967746257e-06,-0.0862363727297635,-4.90085046081979e-09,NA,NA,NA,-2.68681618271182e-10,5.50978950091665e-08,7.55650392004423e-05,-2.80314834345956e-10,1.11813876150886e-05,-8.38957477216241e-06,17,26442.9353918572,-52851.8642434362,235.137316174863,8.60280698415575e-52
"51192",0.962338520516546,6.65679678978526e-06,0.000126244117208255,-4.03373082349598e-06,NA,8.37532037449829e-05,-0.228382143022751,-8.92971720393308e-09,-5.94254532554229e-11,-6.1217392490651e-09,1.15354406802127e-05,4.90332428325619e-08,NA,NA,NA,1.71813199318844e-05,-3.1206900694376e-06,17,26442.9042588065,-52851.8019773347,235.199582276393,8.33910163336229e-52
"43392",0.854319830655753,1.37933360819074e-05,0.000148125393903896,2.73962661275622e-05,-2.61965967723932e-09,8.38356986995852e-05,-0.0620778386493077,-1.03713619561394e-08,NA,-7.11543719826783e-09,NA,NA,5.07667134134656e-08,NA,-2.36281243373115e-09,NA,-3.09579195956932e-06,16,26441.8658362535,-52851.7258589885,235.275700622617,8.02768602062758e-52
"11968",0.985792959003863,4.38990308646006e-06,-2.24465024169001e-06,6.39653988127326e-05,-5.47081882939867e-09,-1.29644681702036e-05,-0.186522856723119,NA,-2.70565334418614e-09,NA,9.18134114057151e-06,8.83801158808683e-10,5.57831184037847e-08,NA,9.86337649315825e-10,NA,NA,16,26441.8232405042,-52851.6406674898,235.360892121309,7.69292111493276e-52
"3",1.01868716333923,NA,5.89972924675243e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,26431.7753904455,-52851.5498833112,235.451676299905,7.35153019234138e-52
"27072",0.891422370331681,1.15993126582687e-05,-5.2541777076668e-06,3.0759900823149e-05,-3.21736916888147e-09,7.19631779100284e-05,-0.0697390180559922,NA,-6.87937056397661e-10,-6.5599278579282e-09,NA,NA,5.99455085287964e-08,NA,-6.52913698220698e-10,9.65047620837556e-06,NA,16,26441.7384112056,-52851.4710088927,235.530550718337,7.067248833916e-52
"5632",0.842371645117325,1.51661682301078e-05,0.000157650108939766,3.96871347205868e-05,-4.45084839488069e-09,7.72197358239405e-05,-0.0811514813617313,-1.27000543000583e-08,-1.76344899305252e-09,-5.7908768573861e-09,NA,4.27604782643503e-08,NA,7.16247482245012e-05,NA,NA,NA,16,26441.7345783875,-52851.4633432565,235.53821635458,7.0402131989476e-52
"24",0.916856473165082,6.81431703421145e-06,4.89189614777261e-05,1.61430741993098e-05,NA,4.17939543875554e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26434.7291402758,-52851.4563571048,235.545202506313,7.01566410101906e-52
"36288",0.884954576586604,1.17817186478931e-05,-2.95837885629586e-06,4.39330875726701e-05,-4.15033003930995e-09,6.91167244020595e-05,-0.0622713787072264,NA,-1.20729245920134e-09,-6.334017542404e-09,NA,-4.03656713667285e-09,6.12564337824783e-08,NA,NA,NA,-2.98787007233139e-06,16,26441.5889389241,-52851.1720643297,235.829495281345,6.0860483157021e-52
"61112",1.05517963589951,-7.18467150454921e-09,-5.7635680087432e-06,1.22131337871728e-05,NA,-9.55956671004053e-06,-0.23731336897035,NA,-4.93883297928933e-10,NA,1.22142186859916e-05,1.03766545466737e-08,5.0174688995559e-08,NA,1.28180255036926e-11,1.58836117576106e-05,-1.68096540073114e-07,17,26442.5824523724,-52851.1583644665,235.843195144575,6.04450175892356e-52
"59200",0.990991404974234,4.54705266189689e-06,-7.9049265018643e-06,4.84461861502416e-07,-2.3637641292651e-09,8.54951105428345e-05,-0.231245474002748,NA,NA,-6.26423834325975e-09,1.17440669899871e-05,5.81438419034147e-08,NA,NA,-3.7563915510549e-10,1.70775666140602e-05,-3.29223480499578e-06,17,26442.5181092447,-52851.0296782112,235.971881399862,5.66782774746778e-52
"47744",1.03362562224477,1.50691344514992e-06,1.03295887468744e-05,2.37768528788443e-05,-3.0403460972184e-09,-1.4112027212246e-05,-0.205384452661765,-2.76697482738288e-09,NA,NA,9.08459358863981e-06,NA,5.56054877141901e-08,7.26195151471636e-05,2.02029989318567e-10,NA,6.00695084801974e-06,17,26442.4094815635,-52850.8124228488,236.189136762274,5.084406209925e-52
"29568",0.879743618028753,1.17728802120281e-05,0.000387012206326313,1.94378408199616e-05,-2.96329051707363e-09,8.17294024304931e-05,-0.226995196902148,-2.574028311114e-08,NA,-6.1148843773953e-09,1.06276108300502e-05,NA,NA,4.83664252589427e-05,-8.25717479324324e-11,1.36930569782968e-05,NA,17,26442.4048932263,-52850.8032461744,236.198313436704,5.06113067852417e-52
"51136",0.968977210668473,6.11765619585293e-06,-1.00611529974389e-05,2.38579189134518e-05,-3.74034815069352e-09,7.72848468409055e-05,-0.232655059484284,NA,-1.61564081299019e-09,-5.6759064806284e-09,1.1856647800344e-05,6.11424447536458e-08,NA,NA,NA,1.66873554077975e-05,-3.01071510820955e-06,17,26442.353551069,-52850.7005618598,236.300997751292,4.80783921385995e-52
"54656",0.876415936947068,1.30062133337276e-05,0.00012981042099921,5.84481274547951e-06,-2.70651747043041e-09,9.1307772757639e-05,-0.0842653407097062,-1.08595476999312e-08,NA,-6.52606818341439e-09,NA,4.65447707780072e-08,NA,6.73480460937775e-05,NA,1.25353452314589e-05,-1.11092562452156e-05,17,26442.3387941407,-52850.671048003,236.33051160803,4.73741120359227e-52
"27776",0.931504245171858,8.45661368597418e-06,0.000181144912641389,1.99678309561148e-05,-3.24561824950306e-09,-1.21177332478863e-05,-0.0688189473727145,-1.22947069146286e-08,NA,NA,NA,-8.49488631232905e-09,5.23315629685372e-08,NA,1.63752586228739e-09,1.02106063136277e-05,NA,16,26441.3174415368,-52850.629069555,236.372490056019,4.63901288328016e-52
"19712",0.893190065939858,1.11912790555713e-05,0.000162811204617291,4.97401214528376e-05,-4.34836718291197e-09,-1.05830084220768e-05,-0.0689109608318772,-1.12820491558752e-08,-1.96031645882668e-09,NA,NA,-8.2834600049719e-10,4.98295285051505e-08,NA,NA,9.36645752285062e-06,NA,16,26441.3007443369,-52850.5956751552,236.40588445586,4.56219744375707e-52
"11008",0.953692958329326,6.56969775561655e-06,0.000116751545480849,6.48231523729235e-05,-5.56819850318869e-09,-1.15386949009473e-05,-0.183637812963036,-8.0589211317064e-09,-2.73080008485585e-09,NA,8.97697656515115e-06,NA,5.01443983662654e-08,NA,1.01158901036014e-09,NA,NA,16,26441.2719566281,-52850.5380997376,236.463459873507,4.43273464158797e-52
"56512",0.945099277263625,8.22039992686073e-06,-3.69443904492524e-05,4.70975713135327e-05,-4.25090639135683e-09,-8.4687377952625e-06,-0.0864184667528009,NA,-2.02206934370936e-09,NA,NA,8.85434360086299e-09,5.44206524082007e-08,7.75086952308342e-05,NA,1.03958538060318e-05,-8.4483593306749e-06,17,26442.2618297128,-52850.5171191474,236.484440463675,4.38647699953086e-52
"12024",0.987686550449283,4.14215750752387e-06,0.000133513608410991,2.97496407773255e-05,NA,-1.01539044666798e-05,-0.182133802616759,-8.88022960242964e-09,-6.09423542833385e-10,NA,8.90074249246776e-06,-1.1567294893343e-08,5.59626263126908e-08,NA,-1.87566769876656e-09,NA,NA,16,26441.2513080215,-52850.4968025244,236.504757086652,4.34214335853699e-52
"35328",0.84375943182968,1.46056699669504e-05,0.000153745079791085,4.49525649161328e-05,-4.31871104609609e-09,7.11209082591662e-05,-0.0621222237320554,-1.07430308067561e-08,-1.32849014950062e-09,-6.27687579684408e-09,NA,NA,5.05575681780595e-08,NA,NA,NA,-2.90692692029644e-06,16,26441.2497429247,-52850.4936723309,236.507887280197,4.33535279930795e-52
"30456",1.03726879330916,1.68004875962703e-06,3.4870434451124e-05,4.98539478302932e-06,NA,3.68495947996726e-06,-0.243865932495744,-4.32779945053245e-09,-8.75481654094633e-10,NA,1.16326925146979e-05,5.53473592094065e-08,NA,5.70444823998154e-05,1.08157987349878e-10,1.59920907510403e-05,NA,17,26442.2479043801,-52850.4892684819,236.512291129147,4.32581718207765e-52
"60096",1.02103424360625,2.25326205812314e-06,-2.13052611603276e-06,4.7208577301043e-05,-5.05422716363555e-09,-1.40855770869506e-05,-0.236681848276165,NA,-2.19313386289958e-09,NA,1.21726570714327e-05,NA,5.69413159192496e-08,NA,2.6127402881851e-09,1.51416059467243e-05,-5.71809040169992e-08,17,26442.2273837668,-52850.4482272552,236.553332355819,4.23795335338366e-52
"56568",0.966130049165004,6.8874066896582e-06,3.46490629047147e-05,1.47201749646811e-05,NA,-7.6909978338286e-06,-0.0862992119557883,-4.58606977819763e-09,-3.4789837909942e-10,NA,NA,1.45679749729718e-09,5.44495326503895e-08,7.5647483344332e-05,NA,1.12289399635318e-05,-8.40351977911716e-06,17,26442.2029217083,-52850.3993031383,236.602256472732,4.13554199384657e-52
"64576",0.988540963010957,5.13207897808822e-06,-3.38128694155745e-05,1.61423174129629e-05,-3.07960431926524e-09,-1.00528556024791e-05,-0.0863462637682881,NA,NA,NA,NA,1.94144954247821e-09,5.7218604820424e-08,7.75296639463308e-05,1.61676544943858e-09,1.1270380782664e-05,-8.44494626105334e-06,17,26442.1894892203,-52850.3724381623,236.629121448743,4.08036280220358e-52
"72",0.817297142831644,1.39809433422349e-05,0.000482124579658514,1.64068308390997e-05,NA,NA,NA,-3.06182409495871e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26434.1227809996,-52850.2436385524,236.757921058648,3.82587080045976e-52
"20352",0.95769901986357,6.73697925140774e-06,9.70454388353619e-05,1.80618325849406e-05,-2.82004417377446e-09,7.25062178274733e-05,-0.229262177923707,-6.78376132565077e-09,NA,-6.51148998458573e-09,1.16000626543064e-05,-2.25049069158425e-09,5.47800093744721e-08,NA,NA,1.50052592288218e-05,NA,17,26442.1114029508,-52850.2162656234,236.785293987661,3.77386485610598e-52
"44472",0.894542293465002,1.10982429446478e-05,-1.91068889331866e-06,2.00553694810426e-05,NA,8.62513687650694e-05,-0.062232864259906,NA,3.44815762275046e-10,-7.44427909315659e-09,NA,-7.36935197897336e-09,6.35250856766551e-08,NA,-3.89963888466781e-09,NA,-3.15878897335383e-06,16,26441.0570190726,-52850.1082246267,236.893334984379,3.57540743953708e-52
"62840",0.876073139833594,1.31377298994765e-05,0.000111003938534171,1.42261101384212e-06,NA,9.72352370956146e-05,-0.0843813615075145,-9.68870332797677e-09,NA,-6.82953194479513e-09,NA,4.92588747288194e-08,NA,6.80117271715261e-05,-2.27355078462326e-09,1.23850361871977e-05,-1.11031215873669e-05,17,26442.0370316295,-52850.0675229807,236.934036630337,3.50338034681865e-52
"10112",0.896579583461748,1.04653390137117e-05,0.000228615077880346,1.83498078669608e-05,-2.56785324790403e-09,8.96399069869841e-05,-0.176432220564615,-1.53197006754117e-08,NA,-6.6096436731793e-09,8.43518801942725e-06,3.40192537738896e-08,NA,NA,-2.29654777895047e-09,NA,NA,16,26440.9871752326,-52849.9685369466,237.033022664473,3.33420842945061e-52
"29120",0.898627560139309,1.0649556702343e-05,1.47158387073786e-05,2.60950757324898e-05,-3.12849348262083e-09,7.94352349942159e-05,-0.0861001994455311,NA,-3.22193373854526e-10,-5.9566193386354e-09,NA,NA,NA,6.91858578175503e-05,4.50696559995478e-11,8.52821659791407e-06,NA,16,26440.9124673095,-52849.8191211004,237.182438510696,3.09419376300322e-52
"2048",0.88237173317845,1.15876550891951e-05,0.000208904557572883,4.54054153236591e-05,-4.78191786680431e-09,7.42066042109213e-05,-0.178884925929313,-1.41706486386999e-08,-2.04186501879033e-09,-5.56215656972717e-09,8.6151105576992e-06,3.85967004565955e-08,NA,NA,NA,NA,NA,16,26440.8830443062,-52849.7602750938,237.241284517273,3.00447959204664e-52
"57600",0.824675762709199,1.53696221705729e-05,0.000461267956496207,4.69304748849579e-05,-5.23670679071333e-09,3.97912827422745e-06,-0.0662666623137518,-2.97604914623092e-08,-1.94983363991425e-09,NA,NA,NA,NA,NA,2.65637854918297e-09,1.13972035113548e-05,-9.32668288039908e-06,16,26440.8804541595,-52849.7550948005,237.246464810545,2.99670761895823e-52
"47808",0.995503037011837,4.31857448790156e-06,-3.1197586824693e-05,6.3046096355147e-05,-5.39955779725193e-09,-1.60048413146035e-05,-0.208454024849511,NA,-2.65393801710336e-09,NA,9.26164008858985e-06,NA,5.91430159882943e-08,7.35869053684033e-05,1.10821499066962e-09,NA,5.83639867494818e-06,17,26441.8584590247,-52849.7103777711,237.291181839952,2.93044916808372e-52
"48824",1.0313986263091,1.81220369860602e-06,-2.91232251719913e-05,2.8333660878975e-05,NA,-1.39620519132928e-05,-0.207822277721948,NA,-6.68123958535553e-10,NA,9.23132321652017e-06,-5.2358030182698e-09,6.18120585347485e-08,7.40540802437383e-05,-1.70681362044656e-09,NA,6.1438880290799e-06,17,26441.8226333083,-52849.6387263383,237.362833272775,2.82732205843432e-52
"21504",0.867489186747999,1.26148750985473e-05,0.000390992259134189,3.08805870233818e-05,-3.58994049008429e-09,7.81699649944795e-05,-0.227206482323862,-2.60057939896346e-08,-7.52915652034897e-10,-5.85340187608676e-09,1.06561054991241e-05,NA,NA,4.82204153447762e-05,NA,1.34578080479692e-05,NA,17,26441.8205495271,-52849.6345587759,237.367000835206,2.82143667189781e-52
"60152",1.03238308680984,1.4597623142217e-06,8.41132694969906e-05,1.37858046654728e-05,NA,-1.01106139903612e-05,-0.234452295460511,-5.83846520786595e-09,-3.7755531152302e-10,NA,1.20229804646624e-05,NA,5.19701546833854e-08,NA,-8.69157526687346e-12,1.55235297449106e-05,-6.30451776267419e-08,17,26441.7934777683,-52849.5804152583,237.421144352724,2.74608003947428e-52
"13816",0.857177299712371,1.41617914636039e-05,0.000153808554161322,1.25495549886096e-05,NA,9.41662476693599e-05,-0.0812265408004726,-1.23775815075e-08,-1.2075923535676e-10,-6.85559705651248e-09,NA,4.17311409249874e-08,NA,7.19228954371138e-05,-3.58888713482257e-09,NA,NA,16,26440.7924905767,-52849.5791676348,237.422391976266,2.7443675366162e-52
"38784",0.930570788818857,8.74151276036458e-06,0.000141434569596966,1.40313273855517e-05,-3.09109923278618e-09,8.14640734579648e-05,-0.193031452457046,-1.11622449298162e-08,NA,-6.1951242170846e-09,8.35294134325168e-06,3.9363880213015e-08,NA,6.45058178774667e-05,NA,NA,3.57236954810574e-06,17,26441.7409971299,-52849.4754539815,237.5261056296,2.60568036097299e-52
"28536",0.957718732963724,6.84917927264771e-06,7.85553433193678e-05,1.31471606433918e-05,NA,7.85457136151823e-05,-0.229592592709147,-5.61973540601189e-09,NA,-6.81254671941064e-09,1.16265432838031e-05,9.20559114367392e-10,5.43237762950192e-08,NA,-2.26642501323974e-09,1.49043394666247e-05,NA,17,26441.7208641681,-52849.4351880578,237.566371553228,2.55374485976366e-52
"2071",1.01747153572783,NA,1.06259065328428e-05,1.41130915628326e-05,NA,-1.17652539665612e-05,NA,NA,NA,NA,NA,NA,5.32458744454527e-08,NA,NA,NA,NA,9,26433.7106113264,-52849.4192992061,237.582260404997,2.53353719841324e-52
"46968",0.923953512236075,9.26154484441029e-06,0.000120070888354091,1.09802591144223e-05,NA,9.17623791785718e-05,-0.193866218584526,-9.84770299630535e-09,NA,-6.75081220358744e-09,8.40405015868581e-06,4.28378253304638e-08,NA,6.50580944077567e-05,-3.73268350975737e-09,NA,3.34953731627604e-06,17,26441.6734927933,-52849.3404453082,237.661114302835,2.43559110221687e-52
"43512",0.857981255593681,1.36374360297753e-05,0.00013923253583108,1.9499763759081e-05,NA,8.87953298323777e-05,-0.062094043569479,-9.77054734723507e-09,2.44643527857274e-10,-7.39574466506103e-09,NA,NA,5.15308155198611e-08,NA,-3.95883747314166e-09,NA,-3.08010899403455e-06,16,26440.598507327,-52849.1912011355,237.810358475537,2.26045787692829e-52
"55552",0.92227618053454,9.68044235229932e-06,5.62656018531809e-05,4.8604578380206e-05,-4.27552324956933e-09,-8.77040456607513e-06,-0.0856322750138541,-6.03846470233471e-09,-1.9344463635128e-09,NA,NA,NA,5.50643560251277e-08,7.51010018742291e-05,NA,1.01629222257778e-05,-8.24055194483636e-06,17,26441.5133454634,-52849.0201506486,237.981408962463,2.07516807356577e-52
"63616",0.966539032571918,6.59237316987165e-06,5.21167872216052e-05,1.68886935195147e-05,-3.14020152117768e-09,-9.25334761695176e-06,-0.0856059572402423,-5.71618000480233e-09,NA,NA,NA,NA,5.39216237144616e-08,7.49473605979789e-05,1.62624793091914e-09,1.1234704979313e-05,-8.36833846523176e-06,17,26441.5074222743,-52849.0083042702,237.993255340829,2.06291279148757e-52
"57208",0.988965964007711,5.33400931149962e-06,-1.63153596056069e-05,8.0800712131492e-06,NA,7.29388921247854e-05,-0.234278338897454,-9.72421915261908e-10,NA,-6.49586501664534e-09,1.07832739425239e-05,3.38620551007267e-09,5.78100394725557e-08,6.59298438448663e-05,NA,1.49411373902539e-05,-2.1044171070498e-06,18,26442.4891731628,-52848.9710365248,238.030523086316,2.02482866638203e-52
"1032",0.941424042532188,5.94600173372978e-06,8.87909351726825e-06,3.03192120152072e-06,NA,NA,NA,NA,NA,NA,NA,4.788251972601e-08,NA,NA,NA,NA,NA,9,26433.4517023374,-52848.901481228,238.100078383111,1.95562031422281e-52
"62144",1.01857286160783,1.86418075378372e-06,2.04508985811999e-05,4.05779249776715e-05,-4.79546168156163e-09,1.24388863432761e-06,-0.240071817165667,NA,-1.68637764014215e-09,NA,1.15209461863089e-05,NA,NA,5.57763668975038e-05,3.03756155662414e-09,1.42453989155396e-05,-1.91824874368739e-06,17,26441.4400021131,-52848.873463948,238.128095663058,1.92841572783325e-52
"8064",0.940877835488548,8.10554361185983e-06,5.88904989307257e-05,2.95751779743488e-05,-3.30068978702394e-09,7.10760063954147e-05,-0.188592627583573,-5.75985191185733e-09,NA,-6.64625369098909e-09,7.91587776156727e-06,-1.72343428678999e-08,6.60010677769004e-08,7.38750291916501e-05,NA,NA,NA,17,26441.4376072627,-52848.8686742471,238.132885363993,1.92380298614348e-52
"59320",0.986685573299139,4.97286974960739e-06,-8.93068053346505e-06,-1.51547133107766e-06,NA,8.83526559083698e-05,-0.231533248112607,NA,-2.06589173469199e-10,-6.37747923360567e-09,1.17651126854289e-05,5.97177374365575e-08,NA,NA,-1.85287745822643e-09,1.7023642713015e-05,-3.21650015396966e-06,17,26441.4176869375,-52848.8288335967,238.172726014353,1.88585938424361e-52
"16248",0.933926027905841,8.65085021229444e-06,3.64273544980801e-05,2.63193368727132e-05,NA,8.20389213058526e-05,-0.190021218057465,-4.37950797093361e-09,NA,-7.23541749391164e-09,8.00564315467524e-06,-1.32249327909695e-08,6.56914535730962e-08,7.43746078667138e-05,-4.02971132372231e-09,NA,NA,17,26441.3296663688,-52848.6527924593,238.348767151794,1.72696072135357e-52
"25984",0.8459645152334,1.46181257821497e-05,0.000235333293861721,9.45599155137438e-06,-2.59714070077629e-09,8.69244946142468e-05,-0.069976250568694,-1.61501595368076e-08,NA,-6.47983631870198e-09,NA,3.96023561100653e-08,NA,NA,-6.94988548009862e-10,1.07912676577041e-05,NA,16,26440.2059212199,-52848.4060289213,238.595530689745,1.52650572877841e-52
"29688",0.887048647445135,1.13554242892798e-05,0.000381070618111446,6.53563059964257e-06,NA,8.88186052255707e-05,-0.226829245691516,-2.53195482233036e-08,5.81298754442642e-10,-6.52968237020907e-09,1.06061919790557e-05,NA,NA,4.86594805662525e-05,-1.85925558488395e-09,1.37673581243309e-05,NA,17,26440.9962475948,-52847.9859549114,239.015604699678,1.23731570745744e-52
"47864",1.02289434340996,2.42511709065394e-06,-3.38384073293348e-07,2.77943642708109e-05,NA,-1.26535988113843e-05,-0.206734289008524,-2.0593764254033e-09,-7.32063362663487e-10,NA,9.17474349764139e-06,NA,5.70229822993103e-08,7.29701310811328e-05,-1.73821282264419e-09,NA,6.10620808410105e-06,17,26440.9895763159,-52847.9726123535,239.028947257582,1.22908870205766e-52
"54776",0.890456651673586,1.22722351291714e-05,0.000109067739279823,-4.4428238475277e-06,NA,9.12902750158936e-05,-0.0847082998033474,-9.52757681738182e-09,1.0898809427655e-10,-6.48163640248311e-09,NA,4.87904939610012e-08,NA,6.79534030364082e-05,NA,1.30311652382699e-05,-1.11364674709955e-05,17,26440.9491516402,-52847.8917630021,239.109796608951,1.18039405360917e-52
"13760",0.887726617730508,1.21790201472173e-05,-3.61376148901388e-05,3.61826510285996e-05,-3.94026315227876e-09,8.04328201944085e-05,-0.0826868528784189,NA,-1.74840109678255e-09,-5.96499464565092e-09,NA,5.74276543901688e-08,NA,7.68135465162748e-05,-1.19583837785278e-09,NA,NA,16,26439.90915735,-52847.8125011814,239.189058429693,1.13452880629506e-52
"17920",0.83263384415398,1.56009212648383e-05,0.000223141589184341,2.75710995565914e-05,-3.80124306385853e-09,7.91547753015255e-05,-0.0698839603951542,-1.5453112939631e-08,-1.30049359259549e-09,-5.93082006192645e-09,NA,4.27013837715295e-08,NA,NA,NA,1.05865805053793e-05,NA,16,26439.8395267048,-52847.673239891,239.328319720116,1.05821843336627e-52
"10232",0.897235951982414,1.0577750162378e-05,0.000206033139493837,1.62653571845038e-05,NA,9.24898250257369e-05,-0.177308617570328,-1.39011790670802e-08,-2.71203157865201e-10,-6.7102128809135e-09,8.49767563814791e-06,3.74227990501656e-08,NA,NA,-3.89303932778597e-09,NA,NA,16,26439.7836311492,-52847.5614487798,239.44011083131,1.00069145423197e-52
"27840",0.939354538685532,8.25163692506328e-06,-7.42518838867939e-06,4.76391604599928e-05,-5.04678260141309e-09,-1.25520187590243e-05,-0.0695566722299403,NA,-2.24507541376099e-09,NA,NA,1.0453984709876e-08,5.13990260794962e-08,NA,2.28240057889345e-09,1.01110449893512e-05,NA,16,26439.7749557931,-52847.5440980675,239.457461543519,9.92047647777624e-53
"57152",0.984894641842324,5.39924185799005e-06,-3.0518572651617e-05,1.68356259396174e-05,-2.74541733258785e-09,7.31842140921644e-05,-0.233612144529842,NA,NA,-6.58825966938326e-09,1.07429797264378e-05,1.95015372562135e-09,5.941483847163e-08,6.6456555225719e-05,NA,1.44701231626716e-05,-2.14574680281015e-06,18,26441.7282941736,-52847.4492785463,239.552281064796,9.46112399494211e-53
"64696",0.981817167567258,5.85151259899937e-06,-3.53685309987177e-05,1.491575398871e-05,NA,-7.66247778713125e-06,-0.0868460087010769,NA,-4.09629576672762e-10,NA,NA,5.8783543363977e-09,5.54298537317339e-08,7.76027491571867e-05,-3.38269677833596e-10,1.12343788402503e-05,-8.50209938789065e-06,17,26440.7015834133,-52847.3966265482,239.60493306283,9.21530042679811e-53
"43456",0.879997486855449,1.20889543677394e-05,-4.7039915230861e-06,4.20113492199982e-05,-3.49178413597373e-09,7.56077222858042e-05,-0.0622356913528672,NA,-1.02574494631419e-09,-6.68530603919099e-09,NA,NA,5.91489836293016e-08,NA,-1.81791267996309e-09,NA,-3.19583262038332e-06,16,26439.6950286174,-52847.3842437162,239.61731589488,9.15842093206676e-53
